# 字 7500-8999
 7500 | overtake                       | 追上                             | 🏃        | chunks=['o', 'ver', 'ta', 'ke'] | py=ㄛ-ㄈㄜ-ㄊㄝ-ㄎㄟ | theme=directions | stage=3
 7653 | usage                          | 使用，用法                          | ⚖️       | chunks=['u', 'sa', 'ge'] | py=ㄧㄨ-ㄙㄚ-ㄐㄧ | theme=law | stage=3
 7654 | verb                           | 動詞                             | 🏃        | chunks=['v', 'erb'] | py=ㄈㄧ-ㄜㄅ | theme=actions | stage=3
 7655 | vessel                         | 船，艦                            | 🚢        | chunks=['ves', 'sel'] | py=ㄈㄝㄙ-ㄙㄝ | theme=transportation | stage=3
 7656 | vinegar                        | 醋                              | 🏃        | chunks=['vi', 'ne', 'gar'] | py=ㄈㄞ-ㄋㄧ-ㄍㄚㄦ | theme=actions | stage=3
 7657 | violation                      | 違反                             | 🎓        | chunks=['vio', 'la', 'tion'] | py=ㄨㄧㄛ-ㄌㄚ-ㄒㄣ | theme=academic-words | stage=3 base=viola
 7658 | virgin                         | 處女,未婚女子處女的                     | 💞        | chunks=['vir', 'gin'] | py=ㄈㄜ-ㄐㄧㄣ | theme=relationships | stage=3
 7659 | volunteer                      | 志願者，義工自願                       | 👨‍⚕️     | chunks=['vo', 'lun', 'teer'] | py=ㄈㄛ-ㄌㄚㄋ-ㄊㄧㄖ | theme=jobs | stage=3
 7660 | vowel                          | 母音                             | 🏃        | chunks=['vo', 'wel'] | py=ㄈㄛ-ㄨㄝㄦ | theme=actions | stage=3
 7661 | wit                            | 機智                             | 🏃        | chunks=['w', 'it'] | py=ㄨ-ㄧㄊ | theme=actions | stage=3
 7662 | witch                          | 女巫，巫婆                          | 🏃        | chunks=['w', 'itch'] | py=ㄨ-ㄧㄊㄔ | theme=actions | stage=3 [有易混提示]
 7663 | wizard                         | 男巫                             | 🏃        | chunks=['wi', 'zard'] | py=ㄨㄧ-ㄗㄜㄉ | theme=actions | stage=3
 7664 | abide                          | 遵守                             | 🏃        | chunks=['a', 'bi', 'de'] | py=ㄜ-ㄅㄞ-ㄉㄧ | theme=actions | stage=3
 7665 | abolish                        | 廢止                             | 🎨        | chunks=['a', 'bo', 'lish'] | py=ㄜ-ㄅㄛ-ㄅㄌㄧㄒ | theme=adjectives | stage=3
 7666 | abortion                       | 墮胎                             | 🎓        | chunks=['a', 'bor', 'tion'] | py=ㄜ-ㄅㄜ-ㄒㄣ | theme=academic-words | stage=3
 7667 | abrupt                         | 突然的                            | 🎨        | chunks=['ab', 'rupt'] | py=ㄚㄅ-ㄌㄚㄆㄊ | theme=adjectives | stage=3
 7668 | abundant                       | 豐富的                            | 🎨        | chunks=['a', 'bun', 'dant'] | py=ㄜ-ㄅㄚㄋ-ㄉㄣㄊ | theme=adjectives | stage=3
 7669 | accustom                       | 使…習慣                           | 🏃        | chunks=['ac', 'cus', 'tom'] | py=ㄚㄎ-ㄎㄚㄙ-ㄉㄣ | theme=actions | stage=3
 7670 | ace                            | 么點                             | 🏃        | chunks=['a', 'ce'] | py=ㄜ-ㄙㄜ | theme=actions | stage=3
 7671 | acknowledgement                | 承認                             | 🎨        | chunks=['ac', 'know', 'led', 'ge', 'ment'] | py=ㄚㄎ-ㄎㄋㄠ-ㄌㄝㄉ-ㄐㄧ-ㄇㄣㄊ | theme=adjectives | stage=3 base=acknowledge
 7672 | adolescence                    | 青春期                            | 🎓        | chunks=['a', 'do', 'les', 'cen', 'ce'] | py=ㄜ-ㄉㄛ-ㄌㄝ-ㄙㄝㄣ-ㄙㄜ | theme=academic-words | stage=3
 7673 | adolescent                     | 青春期的                           | 🎨        | chunks=['a', 'do', 'les', 'cent'] | py=ㄜ-ㄉㄛ-ㄌㄝ-ㄙㄣㄊ | theme=adjectives | stage=3
 7674 | adulthood                      | 成年時期                           | 🎓        | chunks=['a', 'dul', 'thood'] | py=ㄜ-ㄉㄚㄌ-ㄒㄨㄉ | theme=academic-words | stage=3
 7675 | advertiser                     | 登廣告者                           | 📰        | chunks=['ad', 'ver', 'ti', 'ser'] | py=ㄚㄉ-ㄈㄜ-ㄊㄜ-ㄗㄜ | theme=media | stage=3 base=advertise
 7676 | agony                          | 痛苦                             | 🏃        | chunks=['a', 'go', 'ny'] | py=ㄜ-ㄍㄛ-ㄋㄧ | theme=actions | stage=3
 7677 | agricultural                   | 農業的                            | 🎨        | chunks=['ag', 'ri', 'cul', 'tu', 'ral'] | py=ㄚㄍ-ㄌㄧ-ㄎㄦ-ㄑㄨ-ㄦ | theme=adjectives | stage=3 base=agriculture
 7678 | artificial intelligence        | 人工智慧                           | 💻        | chunks=['ar', 'ti', 'fi', 'cial', 'in', 'tel', 'li', 'gen', 'ce'] | py=ㄚㄜㄊㄧㄈㄧㄎㄧㄚㄌ-ㄧㄋㄊㄝㄌㄌㄧㄍㄣㄙ | theme=technology | stage=3
 7679 | airtight                       | 密閉的                            | 🎨        | chunks=['air', 'tight'] | py=ㄟㄦ-ㄊㄞㄊ | theme=adjectives | stage=3
 7680 | airway                         | 呼吸道                            | 🏃        | chunks=['air', 'way'] | py=ㄟㄦ-ㄨㄝ | theme=actions | stage=3
 7681 | algebra                        | 代數                             | 🏃        | chunks=['al', 'geb', 'ra'] | py=ㄦ-ㄍㄝㄅ-ㄌㄚ | theme=actions | stage=3
 7682 | alien                          | 外國人                            | 👽        | chunks=['a', 'lien'] | py=ㄜ-ㄌㄞㄋ | theme=countries | stage=3
 7683 | alternate                      | 替換                             | 🏃        | chunks=['al', 'ter', 'na', 'te'] | py=ㄦ-ㄊㄜ-ㄋㄚ-ㄊㄧ | theme=actions | stage=3
 7684 | anthem                         | 讚美詩                            | 📖        | chunks=['an', 'them'] | py=ㄢ-ㄉㄝㄇ | theme=literature | stage=3
 7685 | antique                        | 骨董                             | 🏃        | chunks=['an', 'ti', 'que'] | py=ㄢ-ㄊㄜ-ㄎㄜ | theme=actions | stage=3
 7686 | applaud                        | 鼓掌                             | 🎵        | chunks=['ap', 'plaud'] | py=ㄚ-ㄆㄌㄛㄉ | theme=music | stage=3
 7687 | applause                       | 掌聲                             | 🏃        | chunks=['ap', 'plau', 'se'] | py=ㄚ-ㄆㄌㄛ-ㄙㄜ | theme=actions | stage=3
 7688 | apt                            | 有…傾向的                          | 🎨        | chunks=['ap', 't'] | py=ㄚ-ㄊㄧ | theme=adjectives | stage=3
 7689 | architecture                   | 建築                             | 🎓        | chunks=['ar', 'chi', 'tec', 'tu', 're'] | py=ㄚㄦ-ㄑㄧ-ㄊㄝㄎ-ㄑㄨ-ㄌㄧ | theme=academic-words | stage=3
 7690 | arena                          | 競技場                            | 🏃        | chunks=['a', 're', 'na'] | py=ㄜ-ㄌㄧ-ㄋㄚ | theme=actions | stage=3
 7691 | ascend                         | 上升                             | 🏃        | chunks=['as', 'cend'] | py=ㄚ-ㄎㄝㄋㄉ | theme=directions | stage=3
 7692 | ass                            | 驢子、(粗)屁股                       | 🏃        | chunks=['as', 's'] | py=ㄚ-ㄝㄙ | theme=actions | stage=3
 7693 | astonish                       | 使震驚、使吃驚                        | 🎨        | chunks=['as', 'to', 'nish'] | py=ㄚ-ㄊㄛ-ㄋㄧㄒ | theme=adjectives | stage=3
 7694 | astonishment                   | 震驚                             | 🎨        | chunks=['as', 'to', 'nis', 'hment'] | py=ㄚ-ㄊㄛ-ㄋㄧㄙ-ㄏㄇㄣㄊ | theme=adjectives | stage=3 base=astonish
 7695 | astray                         | 迷途地、離開正道地                      | 🎨        | chunks=['as', 'tray'] | py=ㄚ-ㄊㄌㄝ | theme=adjectives | stage=3
 7696 | astronaut                      | 太空人                            | 🏃        | chunks=['as', 'tro', 'naut'] | py=ㄚ-ㄊㄌㄛ-ㄋㄛㄊ | theme=actions | stage=3
 7697 | attendance                     | 出席                             | 🎓        | chunks=['at', 'ten', 'dan', 'ce'] | py=ㄚ-ㄊㄣ-ㄉㄢ-ㄙㄜ | theme=academic-words | stage=3
 7698 | auxiliary                      | 輔助的輔助者                         | 🎨        | chunks=['au', 'xi', 'lia', 'ry'] | py=ㄛ-ㄎㄙㄧ-ㄌㄧㄚ-ㄌㄧ | theme=adjectives | stage=3
 7699 | awe                            | 敬畏、使敬畏                         | 🏃        | chunks=['a', 'we'] | py=ㄜ-ㄨㄝ | theme=actions | stage=3
 7700 | awhile                         | 片刻                             | 🎨        | chunks=['aw', 'hi', 'le'] | py=ㄛ-ㄏㄞ-ㄌㄧ | theme=adjectives | stage=3
 7701 | backbone                       | 脊椎                             | 🏃        | chunks=['bac', 'kbo', 'ne'] | py=ㄅㄚㄎ-ㄎㄅㄛ-ㄋㄧ | theme=actions | stage=3
 7702 | ban                            | 禁止                             | 🏃        | chunks=['b', 'an'] | py=ㄅㄧ-ㄢ | theme=actions | stage=3
 7703 | bandit                         | 土匪                             | 🏃        | chunks=['ban', 'dit'] | py=ㄅㄢ-ㄉㄜㄊ | theme=actions | stage=3
 7704 | banner                         | 旗幟                             | 🏃        | chunks=['ban', 'ner'] | py=ㄅㄢ-ㄋㄜ | theme=actions | stage=3 base=ban
 7705 | barbarian                      | 野蠻人、野蠻的                        | 🎨        | chunks=['bar', 'ba', 'rian'] | py=ㄅㄚㄦ-ㄅㄟ-ㄖㄧㄚㄋ | theme=adjectives | stage=3
 7706 | barbershop                     | 理髮廳                            | 🏃        | chunks=['bar', 'ber', 'shop'] | py=ㄅㄚㄦ-ㄅㄜ-ㄒㄚㄆ | theme=actions | stage=3
 7707 | barefoot                       | 赤腳的                            | 🎨        | chunks=['ba', 're', 'foot'] | py=ㄅㄟ-ㄌㄧ-ㄈㄨㄊ | theme=adjectives | stage=3
 7708 | barren                         | 貧瘠的                            | 🎨        | chunks=['bar', 'ren'] | py=ㄅㄚㄦ-ㄌㄣ | theme=adjectives | stage=3
 7709 | bass                           | 低音樂器                           | 🎸        | chunks=['b', 'ass'] | py=ㄅㄧ-ㄚㄙㄙ | theme=music | stage=3
 7710 | batch                          | 一批                             | 🔢        | chunks=['b', 'atch'] | py=ㄅㄧ-ㄚㄊㄔ | theme=numbers | stage=3
 7711 | batter                         | 猛擊                             | 🏃        | chunks=['bat', 'ter'] | py=ㄅㄝ-ㄊㄜ | theme=actions | stage=3 base=bat
 7712 | bazaar                         | 市場                             | 🛒        | chunks=['ba', 'zaar'] | py=ㄅㄟ-ㄗㄚㄚㄜ | theme=shopping | stage=3
 7713 | beautify                       | 美化                             | 💁        | chunks=['beau', 'ti', 'fy'] | py=ㄅㄧㄨ-ㄊㄜ-ㄈㄞ | theme=appearance | stage=3
 7714 | belongings                     | 財產                             | 🏃        | chunks=['be', 'lon', 'gings'] | py=ㄅㄧ-ㄌㄚㄣ-ㄍㄧㄥㄙ | theme=actions | stage=3
 7715 | beloved                        | 心愛的                            | 🎨        | chunks=['be', 'lo', 'ved'] | py=ㄅㄧ-ㄌㄛ-ㄨㄝㄉ | theme=adjectives | stage=3
 7716 | beneficial                     | 有益的                            | 🎨        | chunks=['be', 'ne', 'fi', 'cial'] | py=ㄅㄧ-ㄋㄧ-ㄈㄜ-ㄒㄦ | theme=adjectives | stage=3
 7717 | beware                         | 當心                             | 🏃        | chunks=['be', 'wa', 're'] | py=ㄅㄧ-ㄨㄛ-ㄌㄧ | theme=actions | stage=3
 7718 | blacksmith                     | 鐵匠                             | 🪨        | chunks=['black', 'smith'] | py=ㄅㄌㄚㄎ-ㄙㄇㄧㄙ | theme=materials | stage=3
 7719 | bleach                         | 漂白                             | 🏃        | chunks=['bl', 'each'] | py=ㄅㄌ-ㄧㄔ | theme=actions | stage=3
 7720 | blond                          | 金髮的、金髮人                        | 🏃        | chunks=['bl', 'ond'] | py=ㄅㄌ-ㄛㄋㄉ | theme=actions | stage=3
 7721 | blot                           | 汙漬                             | 🏃        | chunks=['bl', 'ot'] | py=ㄅㄌ-ㄚ | theme=actions | stage=3
 7722 | blur                           | 模糊、使…模糊                        | 🏃        | chunks=['bl', 'ur'] | py=ㄅㄌ-ㄜ | theme=actions | stage=3
 7723 | bodily                         | 身體的                            | 🦵        | chunks=['bo', 'di', 'ly'] | py=ㄅㄛ-ㄉㄧ-ㄌㄧ | theme=body | stage=3
 7724 | bodyguard                      | 保鑣                             | 🏃        | chunks=['bo', 'dy', 'guard'] | py=ㄅㄛ-ㄉㄧ-ㄍㄚㄚㄜㄉ | theme=actions | stage=3
 7725 | bog                            | 沼澤、陷入泥淖                        | 🏃        | chunks=['b', 'og'] | py=ㄅㄧ-ㄚ | theme=actions | stage=3
 7726 | boredom                        | 無聊                             | 🎓        | chunks=['bo', 're', 'dom'] | py=ㄅㄛ-ㄌㄧ-ㄉㄣ | theme=academic-words | stage=3
 7727 | bosom                          | 胸                              | 🏃        | chunks=['bo', 'som'] | py=ㄅㄛ-ㄙㄚ | theme=actions | stage=3
 7728 | bowel                          | 腸                              | 🫃        | chunks=['bo', 'wel'] | py=ㄅㄛ-ㄨㄝㄦ | theme=body | stage=3
 7729 | boxer                          | 拳擊手                            | ⚽        | chunks=['bo', 'xer'] | py=ㄅㄛ-ㄎㄙㄜ | theme=sports | stage=3 base=box
 7730 | boyhood                        | 少年時期                           | 🎓        | chunks=['boy', 'hood'] | py=ㄅㄛㄧ-ㄏㄨㄉ | theme=academic-words | stage=3
 7731 | brace                          | 支撐物                            | 🏃        | chunks=['bra', 'ce'] | py=ㄅㄌㄚ-ㄙㄜ | theme=actions | stage=3
 7732 | braid                          | 辮子                             | 🏃        | chunks=['br', 'aid'] | py=ㄅㄖ-ㄝㄉ | theme=actions | stage=3
 7733 | breadth                        | 寬度                             | 🏃        | chunks=['br', 'eadth'] | py=ㄅㄖ-ㄧㄉㄒ | theme=actions | stage=3
 7734 | bribe                          | 賄賂                             | ⚖️       | chunks=['bri', 'be'] | py=ㄅㄖㄧ-ㄅㄧ | theme=crime | stage=3
 7735 | broaden                        | 拓寬                             | 🏃        | chunks=['broa', 'den'] | py=ㄅㄖㄛ-ㄉㄣ | theme=actions | stage=3
 7736 | brooch                         | 胸針                             | 🏃        | chunks=['br', 'ooch'] | py=ㄅㄖ-ㄨㄔ | theme=actions | stage=3
 7737 | brood                          | 一窩、孵蛋、沉思                       | 🔢        | chunks=['br', 'ood'] | py=ㄅㄖ-ㄨㄉ | theme=numbers | stage=3
 7738 | browse                         | 瀏覽                             | 🏃        | chunks=['brow', 'se'] | py=ㄅㄌㄠ-ㄙㄜ | theme=actions | stage=3
 7739 | bulge                          | 腫脹                             | 🏃        | chunks=['bul', 'ge'] | py=ㄅㄨ-ㄐㄧ | theme=actions | stage=3
 7740 | bully                          | 霸凌                             | ⭐        | chunks=['bul', 'ly'] | py=ㄅㄨ-ㄌㄧ | theme=sight-words | stage=3
 7741 | bureau                         | 局                              | 🏃        | chunks=['bu', 'reau'] | py=ㄅㄧㄨ-ㄌㄛ | theme=actions | stage=3
 7742 | butcher                        | 肉販                             | 🔪        | chunks=['but', 'cher'] | py=ㄅㄚ-ㄑㄜ | theme=food | stage=3
 7743 | cactus                         | 仙人掌                            | 🏃        | chunks=['cac', 'tus'] | py=ㄎㄚㄎ-ㄊㄜㄙ | theme=actions | stage=3
 7744 | canal                          | 運河                             | 🌳        | chunks=['ca', 'nal'] | py=ㄎㄚ-ㄋㄦ | theme=nature | stage=3
 7745 | carefree                       | 無憂無慮的                          | 🎨        | chunks=['ca', 'ref', 'ree'] | py=ㄎㄚ-ㄌㄝ-ㄌㄧ | theme=adjectives | stage=3
 7746 | caretaker                      | 照顧者                            | 👨‍⚕️     | chunks=['ca', 're', 'ta', 'ker'] | py=ㄎㄚ-ㄌㄧ-ㄊㄝ-ㄎㄜ | theme=jobs | stage=3
 7747 | carnation                      | 康乃馨                            | 🌷        | chunks=['car', 'na', 'tion'] | py=ㄎㄚㄦ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=3
 7748 | carp                           | 鯉魚                             | 🐾        | chunks=['c', 'arp'] | py=ㄒㄧ-ㄚㄜㄆ | theme=animals | stage=3
 7749 | carton                         | 紙盒                             | 🪨        | chunks=['car', 'ton'] | py=ㄎㄚㄦ-ㄉㄣ | theme=materials | stage=3
