# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9153 | let off                        | 放掉                             | 🔗        | chunks=['let', 'off'] | py=ㄌㄝㄊ-ㄛㄈㄈ | theme=phrasal-verbs | stage=2
 9154 | look down on                   | 輕視                             | 💬        | chunks=['look', 'down', 'on'] | py=ㄌㄨㄎ-ㄉㄠㄋ-ㄛㄋ | theme=idioms | stage=3
 9155 | lose out                       | 錯失                             | 🔗        | chunks=['lose', 'out'] | py=ㄌㄛㄙ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9156 | make for                       | 前往                             | 🔗        | chunks=['make', 'for'] | py=ㄇㄚㄎ-ㄈㄛㄜ | theme=phrasal-verbs | stage=3
 9157 | make out                       | 辨認出、親熱                         | 🔗        | chunks=['make', 'out'] | py=ㄇㄚㄎ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9158 | mess up                        | 搞砸                             | 🔗        | chunks=['mess', 'up'] | py=ㄇㄝㄙㄙ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9159 | mix up                         | 搞混                             | 🔗        | chunks=['mix', 'up'] | py=ㄇㄧㄎㄙ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9160 | opt out                        | 選擇退出                           | 🔗        | chunks=['opt', 'out'] | py=ㄛㄆㄊ-ㄠㄊ | theme=phrasal-verbs | stage=2
 9161 | pay attention                  | 注意                             | 🔗        | chunks=['pay', 'at', 'ten', 'tion'] | py=ㄆㄟ-ㄚㄊㄊㄝㄋㄒㄣ | theme=phrasal-verbs | stage=3
 9162 | pick up on                     | 察覺                             | 💬        | chunks=['pick', 'up', 'on'] | py=ㄆㄧㄎ-ㄚㄆ-ㄛㄋ | theme=idioms | stage=3
 9163 | pile up                        | 堆積                             | 🔗        | chunks=['pile', 'up'] | py=ㄆㄧㄌ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9164 | pin down                       | 確定                             | 🔗        | chunks=['pin', 'down'] | py=ㄆㄧㄋ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9165 | plug into                      | 插入                             | 🔗        | chunks=['plug', 'into'] | py=ㄆㄌㄚㄍ-ㄧㄋㄊㄛ | theme=phrasal-verbs | stage=3
 9166 | point at                       | 指向                             | 🔗        | chunks=['poi', 'nt', 'at'] | py=ㄆㄛㄧㄋㄊ-ㄚㄊ | theme=phrasal-verbs | stage=3
 9167 | pop in                         | 突然出現                           | 🔗        | chunks=['pop', 'in'] | py=ㄆㄛㄆ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9168 | pop up                         | 彈出                             | 🔗        | chunks=['pop', 'up'] | py=ㄆㄛㄆ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9169 | pour out                       | 傾訴                             | 🔗        | chunks=['pour', 'out'] | py=ㄆㄠㄖ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9170 | prop up                        | 支撐                             | 🔗        | chunks=['prop', 'up'] | py=ㄆㄖㄛㄆ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9171 | puff up                        | 腫脹                             | 🔗        | chunks=['puff', 'up'] | py=ㄆㄚㄈㄈ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9172 | punch in                       | 打卡                             | 🔗        | chunks=['pun', 'ch', 'in'] | py=ㄆㄚㄋㄔ-ㄧㄋ | theme=phrasal-verbs | stage=3
 9173 | push for                       | 力爭                             | 🔗        | chunks=['push', 'for'] | py=ㄆㄚㄒ-ㄈㄛㄜ | theme=phrasal-verbs | stage=3
 9174 | quiet down                     | 安靜                             | 🔗        | chunks=['qui', 'et', 'down'] | py=ㄎㄨㄞㄊ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9175 | rack up                        | 累積                             | 🔗        | chunks=['rack', 'up'] | py=ㄖㄚㄎ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9176 | rake in                        | 大撈                             | 🔗        | chunks=['rake', 'in'] | py=ㄖㄚㄎ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9177 | reach out                      | 聯絡                             | 🔗        | chunks=['rea', 'ch', 'out'] | py=ㄖㄧㄔ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9178 | rely on                        | 依賴                             | 🔗        | chunks=['rely', 'on'] | py=ㄖㄝㄌㄧ-ㄛㄋ | theme=phrasal-verbs | stage=2
 9179 | rest on                        | 依靠                             | 🔗        | chunks=['rest', 'on'] | py=ㄖㄝㄙㄊ-ㄛㄋ | theme=phrasal-verbs | stage=2
 9180 | rise above                     | 克服                             | 🔗        | chunks=['rise', 'a', 'bo', 've'] | py=ㄖㄧㄙ-ㄚㄅㄛㄨ | theme=phrasal-verbs | stage=3
 9181 | rise up                        | 起義                             | 🔗        | chunks=['rise', 'up'] | py=ㄖㄧㄙ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9182 | rope in                        | 拉攏                             | 🔗        | chunks=['rope', 'in'] | py=ㄖㄛㄆ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9183 | rub off                        | 沾染                             | 🔗        | chunks=['rub', 'off'] | py=ㄖㄚㄅ-ㄛㄈㄈ | theme=phrasal-verbs | stage=2
 9184 | rush in                        | 衝進                             | 🔗        | chunks=['rush', 'in'] | py=ㄖㄚㄒ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9185 | save face                      | 保住面子                           | 🔗        | chunks=['save', 'face'] | py=ㄙㄚㄨ-ㄈㄚㄎ | theme=phrasal-verbs | stage=3
 9186 | scrape by                      | 勉強度日                           | 🔗        | chunks=['scra', 'pe', 'by'] | py=ㄙㄎㄖㄚㄆ-ㄅㄧ | theme=phrasal-verbs | stage=3
 9187 | scrap with                     | 爭吵                             | 🔗        | chunks=['scr', 'ap', 'with'] | py=ㄙㄎㄖㄚㄆ-ㄨㄧㄒ | theme=phrasal-verbs | stage=3
 9188 | seal off                       | 封鎖                             | 🔗        | chunks=['seal', 'off'] | py=ㄙㄧㄌ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9189 | see through                    | 看穿                             | 🔗        | chunks=['see', 'thro', 'ugh'] | py=ㄙㄧ-ㄒㄖㄛ | theme=phrasal-verbs | stage=3
 9190 | settle for                     | 將就                             | 🔗        | chunks=['set', 'tle', 'for'] | py=ㄙㄝㄊㄊㄌㄝ-ㄈㄛㄜ | theme=phrasal-verbs | stage=3
 9191 | shake off                      | 擺脫                             | 🔗        | chunks=['sha', 'ke', 'off'] | py=ㄒㄚㄎ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9192 | shed light on                  | 闡明                             | 💬        | chunks=['shed', 'lig', 'ht', 'on'] | py=ㄒㄝㄉ-ㄌㄧㄊ-ㄛㄋ | theme=idioms | stage=3
 9193 | shore up                       | 加強                             | 🔗        | chunks=['sho', 're', 'up'] | py=ㄒㄛㄜ-ㄚㄆ | theme=phrasal-verbs | stage=3
 9194 | shrug off                      | 置之不理                           | 🔗        | chunks=['shr', 'ug', 'off'] | py=ㄒㄖㄚㄍ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9195 | shut out                       | 排除                             | 🔗        | chunks=['shut', 'out'] | py=ㄒㄚㄊ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9196 | sift through                   | 篩選                             | 🔗        | chunks=['sift', 'thro', 'ugh'] | py=ㄙㄧㄈㄊ-ㄒㄖㄛ | theme=phrasal-verbs | stage=3
 9197 | size up                        | 打量                             | 🔗        | chunks=['size', 'up'] | py=ㄙㄧㄗ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9198 | skim through                   | 瀏覽                             | 🔗        | chunks=['skim', 'thro', 'ugh'] | py=ㄙㄎㄧㄇ-ㄒㄖㄛ | theme=phrasal-verbs | stage=3
 9199 | slip away                      | 溜走                             | 🔗        | chunks=['slip', 'away'] | py=ㄙㄌㄧㄆ-ㄛㄟ | theme=phrasal-verbs | stage=3
 9200 | snap out                       | 猛然回神(snap out of it)           | 🔗        | chunks=['snap', 'out'] | py=ㄙㄋㄚㄆ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9201 | soak up                        | 吸收                             | 🔗        | chunks=['soak', 'up'] | py=ㄙㄛㄎ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9202 | spell out                      | 說明白                            | 🔗        | chunks=['spe', 'll', 'out'] | py=ㄙㄆㄝㄌㄌ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9203 | spread out                     | 展開                             | 🔗        | chunks=['spr', 'ead', 'out'] | py=ㄙㄆㄖㄧㄉ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9204 | square off                     | 對峙                             | 🔗        | chunks=['squa', 're', 'off'] | py=ㄙㄎㄨㄚㄜ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9205 | stack up                       | 疊起                             | 🔗        | chunks=['sta', 'ck', 'up'] | py=ㄙㄊㄚㄎ-ㄚㄆ | theme=phrasal-verbs | stage=3
 9206 | stand up for                   | 維護                             | 💬        | chunks=['sta', 'nd', 'up', 'for'] | py=ㄙㄊㄚㄋㄉ-ㄚㄆ-ㄈㄛㄜ | theme=idioms | stage=3
 9207 | stem from                      | 源於                             | 🔗        | chunks=['stem', 'from'] | py=ㄙㄊㄝㄇ-ㄈㄖㄛㄇ | theme=phrasal-verbs | stage=3
 9208 | step down                      | 下台                             | 🔗        | chunks=['step', 'down'] | py=ㄙㄊㄝㄆ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9209 | step up                        | 加緊                             | 🔗        | chunks=['step', 'up'] | py=ㄙㄊㄝㄆ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9210 | stick around                   | 逗留                             | 🔗        | chunks=['sti', 'ck', 'a', 'round'] | py=ㄙㄊㄧㄎ-ㄚㄜㄠㄋㄉ | theme=phrasal-verbs | stage=3
 9211 | stick out                      | 突出                             | 🔗        | chunks=['sti', 'ck', 'out'] | py=ㄙㄊㄧㄎ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9212 | stir up                        | 激起                             | 🔗        | chunks=['stir', 'up'] | py=ㄙㄊㄜ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9213 | strike out                     | 打擊                             | 🔗        | chunks=['stri', 'ke', 'out'] | py=ㄙㄊㄖㄧㄎ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9214 | sum up                         | 總結                             | 🔗        | chunks=['sum', 'up'] | py=ㄙㄚㄇ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9215 | swing by                       | 順道                             | 🔗        | chunks=['swi', 'ng', 'by'] | py=ㄙㄨㄧㄥ-ㄅㄧ | theme=phrasal-verbs | stage=3
 9216 | tag along                      | 跟著                             | 🔗        | chunks=['tag', 'a', 'long'] | py=ㄊㄚㄍ-ㄚㄌㄛㄥ | theme=phrasal-verbs | stage=3
 9217 | take after                     | 像                              | 🔗        | chunks=['take', 'af', 'ter'] | py=ㄊㄚㄎ-ㄚㄈㄊㄜ | theme=phrasal-verbs | stage=3
 9218 | take apart                     | 拆開                             | 🔗        | chunks=['take', 'a', 'part'] | py=ㄊㄚㄎ-ㄚㄆㄚㄜㄊ | theme=phrasal-verbs | stage=3
 9219 | take charge                    | 負責                             | 🔗        | chunks=['take', 'char', 'ge'] | py=ㄊㄚㄎ-ㄔㄚㄜㄍㄝ | theme=phrasal-verbs | stage=3
 9220 | talk back                      | 頂嘴                             | 🔗        | chunks=['talk', 'back'] | py=ㄊㄚㄌㄎ-ㄅㄚㄎ | theme=phrasal-verbs | stage=3
 9221 | tear down                      | 拆毀                             | 🔗        | chunks=['tear', 'down'] | py=ㄊㄧㄜ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9222 | tear up                        | 撕碎                             | 🔗        | chunks=['tear', 'up'] | py=ㄊㄧㄜ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9223 | throw in                       | 加入                             | 🔗        | chunks=['thr', 'ow', 'in'] | py=ㄒㄖㄠ-ㄧㄋ | theme=phrasal-verbs | stage=3
 9224 | tide over                      | 幫助渡過                           | 🔗        | chunks=['tide', 'over'] | py=ㄊㄧㄉ-ㄛㄨㄜ | theme=phrasal-verbs | stage=3
 9225 | toss out                       | 丟棄                             | 🔗        | chunks=['toss', 'out'] | py=ㄊㄛㄙㄙ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9226 | touch on                       | 觸及                             | 🔗        | chunks=['tou', 'ch', 'on'] | py=ㄊㄠㄔ-ㄛㄋ | theme=phrasal-verbs | stage=3
 9227 | track down                     | 追蹤                             | 🔗        | chunks=['tra', 'ck', 'down'] | py=ㄊㄖㄚㄎ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9228 | trade in                       | 以舊換新                           | 🔗        | chunks=['tra', 'de', 'in'] | py=ㄊㄖㄚㄉ-ㄧㄋ | theme=phrasal-verbs | stage=3
 9229 | trip over                      | 絆倒                             | 🔗        | chunks=['trip', 'over'] | py=ㄊㄖㄧㄆ-ㄛㄨㄜ | theme=phrasal-verbs | stage=3
 9230 | tune in                        | 收聽                             | 🔗        | chunks=['tune', 'in'] | py=ㄊㄚㄋ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9231 | tune out                       | 不理會                            | 🔗        | chunks=['tune', 'out'] | py=ㄊㄚㄋ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9232 | turn against                   | 背叛                             | 🔗        | chunks=['turn', 'a', 'gainst'] | py=ㄊㄜㄋ-ㄚㄍㄟㄋㄙㄊ | theme=phrasal-verbs | stage=3
 9233 | turn in                        | 繳交                             | 🔗        | chunks=['turn', 'in'] | py=ㄊㄜㄋ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9234 | turn into                      | 變成                             | 🔗        | chunks=['turn', 'into'] | py=ㄊㄜㄋ-ㄧㄋㄊㄛ | theme=phrasal-verbs | stage=3
 9235 | uproot                         | 根除                             | 🏃        | chunks=['up', 'root'] | py=ㄚㄆ-ㄌㄨㄊ | theme=numbers | stage=2
 9236 | vouch for                      | 擔保                             | 🔗        | chunks=['vou', 'ch', 'for'] | py=ㄨㄠㄔ-ㄈㄛㄜ | theme=phrasal-verbs | stage=3
 9237 | walk back                      | 收回                             | 🔗        | chunks=['walk', 'back'] | py=ㄨㄚㄌㄎ-ㄅㄚㄎ | theme=phrasal-verbs | stage=3
 9238 | ward off                       | 避開                             | 🔗        | chunks=['ward', 'off'] | py=ㄨㄚㄜㄉ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9239 | warm up                        | 熱身                             | 🔗        | chunks=['warm', 'up'] | py=ㄨㄚㄜㄇ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9240 | wash up                        | 洗手                             | 🔗        | chunks=['wash', 'up'] | py=ㄨㄚㄒ-ㄚㄆ | theme=phrasal-verbs | stage=2
 9241 | water down                     | 稀釋                             | 🔗        | chunks=['wa', 'ter', 'down'] | py=ㄨㄚㄊㄜ-ㄉㄠㄋ | theme=phrasal-verbs | stage=3
 9242 | wear off                       | 消退                             | 🔗        | chunks=['wear', 'off'] | py=ㄨㄧㄜ-ㄛㄈㄈ | theme=phrasal-verbs | stage=3
 9243 | weigh in                       | 發表意見                           | 🔗        | chunks=['wei', 'gh', 'in'] | py=ㄨㄝ-ㄧㄋ | theme=phrasal-verbs | stage=3
 9244 | whisk away                     | 迅速帶走                           | 🔗        | chunks=['whi', 'sk', 'away'] | py=ㄨㄧㄙㄎ-ㄛㄟ | theme=phrasal-verbs | stage=3
 9245 | win over                       | 說服                             | 🔗        | chunks=['win', 'over'] | py=ㄨㄧㄋ-ㄛㄨㄜ | theme=phrasal-verbs | stage=3
 9246 | wipe out                       | 消滅                             | 🔗        | chunks=['wipe', 'out'] | py=ㄨㄧㄆ-ㄠㄊ | theme=phrasal-verbs | stage=3
 9247 | work in                        | 加入                             | 🔗        | chunks=['work', 'in'] | py=ㄨㄛㄜㄎ-ㄧㄋ | theme=phrasal-verbs | stage=2
 9248 | work over                      | 痛打                             | 🔗        | chunks=['work', 'over'] | py=ㄨㄛㄜㄎ-ㄛㄨㄜ | theme=phrasal-verbs | stage=3
 9249 | wrap up                        | 結束                             | 🔗        | chunks=['wrap', 'up'] | py=ㄨㄖㄚㄆ-ㄚㄆ | theme=phrasal-verbs | stage=2
