# 字 6000-7499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 6189 | advance                        | 促進                             | 🎓        | chunks=['ad', 'van', 'ce'] | py=ㄚㄉ-ㄈㄚㄣ-ㄙㄜ | theme=academic-words | stage=2
 6190 | aim                            | 把……瞄準                          | 🏃        | chunks=['a', 'im'] | py=ㄜ-ㄧㄇ | theme=actions | stage=2
 6191 | aircraft                       | 飛機                             | 🚗        | chunks=['air', 'craft'] | py=ㄟㄦ-ㄎㄌㄚㄈㄊ | theme=transportation | stage=2
 6192 | airline                        | 航線                             | 🎨        | chunks=['air', 'li', 'ne'] | py=ㄟㄦ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=2
 6193 | alike                          | 相同的                            | 🎨        | chunks=['a', 'li', 'ke'] | py=ㄜ-ㄌㄧ-ㄎㄟ | theme=adjectives | stage=2
 6194 | alive                          | 活著的                            | 🎨        | chunks=['a', 'li', 've'] | py=ㄜ-ㄌㄧ-ㄈㄜ | theme=adjectives | stage=2
 6195 | aloud                          | 大聲地                            | 🎨        | chunks=['a', 'loud'] | py=ㄜ-ㄌㄠㄉ | theme=adjectives | stage=2
 6196 | anytime                        | 任何時候                           | 🏃        | chunks=['a', 'ny', 'ti', 'me'] | py=ㄜ-ㄋㄧ-ㄊㄜ-ㄇㄝ | theme=actions | stage=2
 6197 | anyplace                       | 在任何地方                          | 🏃        | chunks=['a', 'nyp', 'la', 'ce'] | py=ㄜ-ㄋㄧㄆ-ㄌㄚ-ㄙㄜ | theme=places | stage=2
 6198 | apartment                      | 公寓房間                           | 🏢        | chunks=['a', 'par', 'tment'] | py=ㄜ-ㄆㄚㄦ-ㄊㄇㄣㄊ | theme=adjectives | stage=2 base=apart
 6199 | appearance                     | 顯露                             | 🎓        | chunks=['ap', 'pea', 'ran', 'ce'] | py=ㄚ-ㄆㄧ-ㄌㄚㄣ-ㄙㄜ | theme=academic-words | stage=2
 6200 | appetite                       | 食慾                             | 🏃        | chunks=['ap', 'pe', 'ti', 'te'] | py=ㄚ-ㄆㄜ-ㄊㄜ-ㄊㄧ | theme=actions | stage=2
 6201 | apply                          | 塗                              | 🖌️       | chunks=['ap', 'ply'] | py=ㄚ-ㄆㄌㄞ | theme=sight-words | stage=2
 6202 | armchair                       | 扶手椅                            | 🛋️       | chunks=['arm', 'chair'] | py=ㄚㄦㄇ-ㄑㄝㄜ | theme=home-items | stage=2
 6203 | arrive                         | 到達                             | 🎨        | chunks=['ar', 'ri', 've'] | py=ㄚㄦ-ㄌㄧ-ㄈㄜ | theme=adjectives | stage=2 base=ar
 6204 | asleep                         | 睡著的                            | 🎨        | chunks=['as', 'leep'] | py=ㄚ-ㄌㄧㄆ | theme=adjectives | stage=2
 6205 | attack                         | 襲擊                             | 🏃        | chunks=['at', 'tack'] | py=ㄚ-ㄊㄚㄎ | theme=actions | stage=2
 6206 | attend                         | 出席                             | 🏃        | chunks=['at', 'tend'] | py=ㄚ-ㄊㄝㄋㄉ | theme=actions | stage=2
 6207 | attention                      | 注意力                            | 🎓        | chunks=['at', 'ten', 'tion'] | py=ㄚ-ㄊㄣ-ㄒㄣ | theme=academic-words | stage=2
 6208 | avoid                          | 避開                             | 🏃        | chunks=['a', 'void'] | py=ㄜ-ㄨㄛㄧㄉ | theme=actions | stage=2
 6209 | baby-sit                       | 當臨時保姆                          | 🏃        | chunks=['baby', 'sit'] | py=ㄅㄚㄅㄧ-ㄒㄧㄊ | theme=actions | stage=3
 6210 | baby-sitter                    | 臨時替人看小孩者                       | 👨‍⚕️     | chunks=['baby', 'sitter'] | py=ㄅㄚㄅㄧ-ㄙㄧㄊㄊㄜ | theme=jobs | stage=3 base=baby-sit
 6211 | bake                           | 烘，烤                            | 🍎        | chunks=['ba', 'ke'] | py=ㄅㄟ-ㄎㄟ | theme=food | stage=2
 6212 | bamboo                         | 竹子                             | 🏃        | chunks=['bam', 'boo'] | py=ㄅㄚㄇ-ㄅㄨ | theme=actions | stage=3
 6213 | basics                         | 基礎的                            | 🎨        | chunks=['ba', 'sics'] | py=ㄅㄟ-ㄙㄧㄎㄙ | theme=adjectives | stage=2
 6214 | basis                          | 基礎                             | 🏃        | chunks=['ba', 'sis'] | py=ㄅㄟ-ㄒㄜㄙ | theme=actions | stage=2
 6215 | bead                           | 有孔小珠                           | 🏃        | chunks=['b', 'ead'] | py=ㄅㄧ-ㄧㄉ | theme=actions | stage=2
 6216 | beep                           | 嗶嗶的聲音                          | 🏃        | chunks=['b', 'eep'] | py=ㄅㄧ-ㄧㄆ | theme=actions | stage=2
 6217 | beg                            | 乞討                             | 🏃        | chunks=['b', 'eg'] | py=ㄅㄧ-ㄝㄍ | theme=actions | stage=2
 6218 | beginner                       | 初學者                            | 👨‍⚕️     | chunks=['be', 'gin', 'ner'] | py=ㄅㄧ-ㄐㄧㄣ-ㄋㄜ | theme=jobs | stage=2 base=begin
 6219 | believable                     | 可信的                            | 🎨        | chunks=['be', 'lie', 'vab', 'le'] | py=ㄅㄧ-ㄌㄞ-ㄨㄚㄅ-ㄌㄧ | theme=adjectives | stage=2 base=believe
 6220 | bench                          | 長椅                             | 🛋️       | chunks=['b', 'ench'] | py=ㄅㄧ-ㄝㄋㄔ | theme=home-items | stage=2
 6221 | bet                            | 打賭                             | 🏃        | chunks=['b', 'et'] | py=ㄅㄧ-ㄝㄊ | theme=actions | stage=2 base=bet
 6222 | bind                           | 捆                              | 🏃        | chunks=['b', 'ind'] | py=ㄅㄧ-ㄧㄋㄉ | theme=actions | stage=2
 6223 | blackboard                     | 黑板                             | 📚        | chunks=['blac', 'kboard'] | py=ㄅㄌㄚㄎ-ㄎㄅㄛㄖㄉ | theme=school | stage=2
 6224 | blank                          | 空白的                            | 🎨        | chunks=['bl', 'ank'] | py=ㄅㄌ-ㄚㄋㄎ | theme=adjectives | stage=2
 6225 | blind                          | 瞎的                             | 🎨        | chunks=['bl', 'ind'] | py=ㄅㄌ-ㄧㄋㄉ | theme=adjectives | stage=2
 6226 | bloody                         | 流血的                            | 🎨        | chunks=['bloo', 'dy'] | py=ㄅㄌㄨ-ㄉㄧ | theme=adjectives | stage=2
 6227 | boil                           | 沸騰                             | 🏃        | chunks=['b', 'oil'] | py=ㄅㄧ-ㄛㄧㄦ | theme=actions | stage=2
 6228 | bony                           | 骨的                             | 🎨        | chunks=['bo', 'ny'] | py=ㄅㄛ-ㄋㄧ | theme=adjectives | stage=2 base=bone
 6229 | bother                         | 打攪                             | 🏃        | chunks=['bot', 'her'] | py=ㄅㄚ-ㄏㄜ | theme=actions | stage=2
 6230 | broad                          | 寬的                             | 🎨        | chunks=['br', 'oad'] | py=ㄅㄖ-ㄛㄉ | theme=adjectives | stage=2
 6231 | bun                            | 小圓麵包                           | 🍎        | chunks=['b', 'un'] | py=ㄅㄧ-ㄚㄣ | theme=food | stage=2
 6232 | bundle                         | 捆                              | 🏃        | chunks=['bun', 'dle'] | py=ㄅㄚㄋ-ㄉㄜ | theme=actions | stage=2
 6233 | burst                          | 爆炸                             | 🏃        | chunks=['b', 'urst'] | py=ㄅㄧ-ㄜㄙㄊ | theme=actions | stage=2 base=burst
 6234 | business                       | 職業                             | 🎓        | chunks=['bu', 'si', 'ness'] | py=ㄅㄧㄨ-ㄗㄜ-ㄋㄝㄙ | theme=academic-words | stage=2
 6235 | cafeteria                      | 自助餐館                           | 🍽️       | chunks=['ca', 'fe', 'te', 'ria'] | py=ㄎㄚ-ㄈㄧ-ㄊㄧ-ㄖㄧㄚ | theme=restaurant | stage=2
 6236 | cancel                         | 取消                             | 🏃        | chunks=['can', 'cel'] | py=ㄎㄢ-ㄙㄝ | theme=actions | stage=2
 6237 | cassette                       | 卡式錄音帶                          | 🏃        | chunks=['cas', 'set', 'te'] | py=ㄎㄚㄙ-ㄙㄝㄊ-ㄊㄧ | theme=actions | stage=3
 6238 | castle                         | 城堡                             | 🏰        | chunks=['cas', 'tle'] | py=ㄎㄚㄙ-ㄉㄜ | theme=actions | stage=2
 6239 | central                        | 中心的                            | 🎨        | chunks=['cen', 'tral'] | py=ㄙㄝㄣ-ㄊㄌㄦ | theme=adjectives | stage=2 base=center
 6240 | change                         | 改變、零錢                          | 💰        | chunks=['chan', 'ge'] | py=ㄑㄚ-ㄐㄧ | theme=money | stage=2
 6241 | cheat                          | 欺騙                             | 🏃        | chunks=['ch', 'eat'] | py=ㄔ-ㄧㄊ | theme=actions | stage=2
 6242 | childlike                      | 天真的                            | 🎨        | chunks=['chil', 'dli', 'ke'] | py=ㄑㄧ-ㄉㄌㄧ-ㄎㄟ | theme=adjectives | stage=2
 6243 | choice                         | 選擇                             | 🏃        | chunks=['choi', 'ce'] | py=ㄔㄛㄧ-ㄙㄜ | theme=actions | stage=2
 6244 | clap                           | 拍                              | 🏃        | chunks=['cl', 'ap'] | py=ㄎㄌ-ㄚ | theme=actions | stage=2
 6245 | claw                           | 腳爪                             | 🏃        | chunks=['cl', 'aw'] | py=ㄎㄌ-ㄛ | theme=actions | stage=2
 6246 | cleaner                        | 清潔工                            | 👨‍⚕️     | chunks=['clea', 'ner'] | py=ㄎㄌㄧ-ㄋㄜ | theme=jobs | stage=2 base=clean
 6247 | cloth                          | 布                              | 🪨        | chunks=['cl', 'oth'] | py=ㄎㄌ-ㄛㄒ | theme=materials | stage=2 [有易混提示]
 6248 | clothe                         | 給……穿衣                          | 🏃        | chunks=['clot', 'he'] | py=ㄎㄌㄛㄊ-ㄏㄝ | theme=clothing | stage=2 [有易混提示]
 6249 | clothes                        | 服裝                             | 🏃        | chunks=['clot', 'hes'] | py=ㄎㄌㄛㄊ-ㄏㄝ | theme=actions | stage=2
 6250 | clothing                       | 衣服                             | 👕        | chunks=['clot', 'hing'] | py=ㄎㄌㄛㄊ-ㄏㄧㄥ | theme=clothing | stage=2
 6251 | clown                          | 小丑                             | 🏃        | chunks=['cl', 'own'] | py=ㄎㄌ-ㄠㄋ | theme=actions | stage=2
 6252 | coal                           | 煤                              | 🏃        | chunks=['c', 'oal'] | py=ㄒㄧ-ㄛㄌ | theme=actions | stage=2
 6253 | cock                           | 公雞                             | 🐾        | chunks=['c', 'ock'] | py=ㄒㄧ-ㄛㄎ | theme=animals | stage=2
 6254 | roach                          | 蟑螂                             | 🐾        | chunks=['r', 'oach'] | py=ㄚㄦ-ㄛㄔ | theme=animals | stage=2
 6255 | collect                        | 收集                             | 🏃        | chunks=['col', 'lect'] | py=ㄎㄚ-ㄌㄝㄎㄊ | theme=actions | stage=2
 6256 | comfortable                    | 舒適的                            | 🎨        | chunks=['com', 'for', 'tab', 'le'] | py=ㄎㄚㄇ-ㄈㄛ-ㄊㄚ-ㄌㄧ | theme=adjectives | stage=2 base=comfort
 6257 | company                        | 公司                             | 💼        | chunks=['com', 'pa', 'ny'] | py=ㄎㄚㄇ-ㄆㄜ-ㄋㄧ | theme=business | stage=2
 6258 | compare                        | 比較                             | 🏃        | chunks=['com', 'pa', 're'] | py=ㄎㄚㄇ-ㄆㄜ-ㄌㄧ | theme=actions | stage=2
 6259 | complain                       | 抱怨                             | 🏃        | chunks=['com', 'plain'] | py=ㄎㄚㄇ-ㄆㄌㄟㄣ | theme=actions | stage=2
 6260 | complete                       | 完成、完整的                         | 🏃        | chunks=['com', 'ple', 'te'] | py=ㄎㄚㄇ-ㄆㄜ-ㄊㄧ | theme=actions | stage=2
 6261 | confucius                      | 孔子                             | 🏃        | chunks=['con', 'fu', 'cius'] | py=ㄎㄚㄣ-ㄈㄧㄨ-ㄎㄧㄚㄙ | theme=actions | stage=3
 6262 | consider                       | 考慮                             | 🏃        | chunks=['con', 'si', 'der'] | py=ㄎㄚㄣ-ㄗㄜ-ㄉㄜ | theme=actions | stage=2
 6263 | contain                        | 包含                             | 🏃        | chunks=['con', 'tain'] | py=ㄎㄚㄣ-ㄊㄣ | theme=actions | stage=2
 6264 | control                        | 控制                             | 🏃        | chunks=['con', 'trol'] | py=ㄎㄚㄣ-ㄊㄌㄚ | theme=actions | stage=2
 6265 | controller                     | 管制者                            | 👨‍⚕️     | chunks=['con', 'trol', 'ler'] | py=ㄎㄚㄣ-ㄊㄌㄚ-ㄌㄜ | theme=jobs | stage=2 base=control
 6266 | convenient                     | 便利的                            | 🎨        | chunks=['con', 've', 'nient'] | py=ㄎㄚㄣ-ㄈㄜ-ㄋㄞㄋㄊ | theme=adjectives | stage=2
 6267 | conversation                   | 會話                             | 🎓        | chunks=['con', 'ver', 'sa', 'tion'] | py=ㄎㄚㄣ-ㄈㄜ-ㄙㄚ-ㄒㄣ | theme=academic-words | stage=2 base=converse
 6268 | cooker                         | 烹調器具                           | 🎮        | chunks=['coo', 'ker'] | py=ㄎㄨ-ㄎㄜ | theme=hobbies | stage=2 base=cook
 6269 | copy                           | 複製                             | 🏃        | chunks=['co', 'py'] | py=ㄎㄛ-ㄆㄧ | theme=actions | stage=2
