# 字 3000-4499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=2
 3166 | chatty                         | 愛聊天                            | 💬        | chunks=['chat', 'ty'] | py=ㄑㄚ-ㄊㄧ | theme=personality | stage=2
 3167 | eloquent                       | 口才好                            | 🗣️       | chunks=['el', 'o', 'quent'] | py=ㄝ-ㄌㄜ-ㄎㄨㄣㄊ | theme=personality | stage=3
 3168 | articulate                     | 表達清楚                           | 🗣️       | chunks=['ar', 'tic', 'u', 'late'] | py=ㄚㄦ-ㄊㄧㄎ-ㄐㄜ-ㄌㄝㄊ | theme=personality | stage=3
 3169 | moody                          | 情緒化                            | 🎭        | chunks=['moo', 'dy'] | py=ㄇㄨ-ㄉㄧ | theme=personality | stage=2
 3170 | temperamental                  | 喜怒無常                           | 🌪️       | chunks=['tem', 'per', 'a', 'men', 'tal'] | py=ㄊㄣ-ㄆㄜ-ㄜ-ㄇㄣ-ㄉㄜ | theme=personality | stage=3 base=temperament
 3171 | adventurous                    | 愛冒險                            | 🏔️       | chunks=['ad', 'ven', 'tur', 'ous'] | py=ㄚㄉ-ㄈㄣ-ㄑㄜ-ㄚㄙ | theme=personality | stage=2 base=adventure
 3172 | daring                         | 大膽                             | 🦁        | chunks=['dar', 'ing'] | py=ㄉㄝㄜ-ㄧㄥ | theme=personality | stage=2 base=dare
 3173 | bold                           | 勇敢                             | 💪        | chunks=['b', 'old'] | py=ㄅㄛㄦㄉ | theme=personality | stage=1
 3174 | timid                          | 膽小                             | 🐭        | chunks=['tim', 'id'] | py=ㄊㄧ-ㄇㄝㄉ | theme=personality | stage=2
 3175 | cowardly                       | 懦弱                             | 🐔        | chunks=['cow', 'ard', 'ly'] | py=ㄎㄠ-ㄜㄉ-ㄌㄧ | theme=personality | stage=2
 3176 | warmhearted                    | 熱心                             | 💗        | chunks=['warm', 'heart', 'ed'] | py=ㄨㄛㄦㄇ-ㄏㄚㄦㄊ-ㄝㄉ | theme=personality | stage=3
 3177 | friendship                     | 友誼                             | 🤝        | chunks=['friend', 'ship'] | py=ㄈㄌㄝㄣ-ㄒㄧㄆ | theme=relationships | stage=1
 3178 | romance                        | 愛情                             | 💕        | chunks=['ro', 'mance'] | py=ㄌㄛ-ㄇㄢㄙ | theme=relationships | stage=1
 3179 | dating                         | 約會                             | 💑        | chunks=['dat', 'ing'] | py=ㄉㄝ-ㄊㄧㄥ | theme=relationships | stage=1 base=date
 3180 | breakup                        | 分手                             | 💔        | chunks=['break', 'up'] | py=ㄅㄌㄝㄎ-ㄚㄆ | theme=relationships | stage=1
 3181 | engagement                     | 訂婚                             | 💍        | chunks=['en', 'gage', 'ment'] | py=ㄣ-ㄍㄝㄐ-ㄇㄣㄊ | theme=relationships | stage=2 base=engage
 3182 | proposal                       | 求婚                             | 💍        | chunks=['pro', 'pos', 'al'] | py=ㄆㄜ-ㄆㄛㄗ-ㄦ | theme=relationships | stage=2 base=propose
 3183 | propose                        | 求婚                             | 💍        | chunks=['pro', 'pose'] | py=ㄆㄜ-ㄆㄛㄗ | theme=relationships | stage=2
 3184 | infatuation                    | 迷戀                             | 💘        | chunks=['in', 'fat', 'u', 'a', 'tion'] | py=ㄧㄣ-ㄈㄚ-ㄐㄜ-ㄝ-ㄒㄣ | theme=relationships | stage=3
 3185 | flirt                          | 調情                             | 😘        | chunks=['fl', 'irt'] | py=ㄈㄌㄜㄊ | theme=relationships | stage=2
 3186 | flirting                       | 調情                             | 😘        | chunks=['flirt', 'ing'] | py=ㄈㄌㄜㄊ-ㄧㄥ | theme=relationships | stage=2 base=flirt
 3187 | courtship                      | 求愛                             | 💕        | chunks=['court', 'ship'] | py=ㄎㄛㄦㄊ-ㄒㄧㄆ | theme=relationships | stage=3
 3188 | soulmate                       | 靈魂伴侶                           | 💞        | chunks=['soul', 'mate'] | py=ㄙㄛㄦ-ㄇㄝㄊ | theme=relationships | stage=2
 3189 | taken                          | 有對象                            | 💑        | chunks=['ta', 'ken'] | py=ㄊㄝ-ㄎㄣ | theme=relationships | stage=2 base=take
 3190 | available                      | 單身                             | 🙋        | chunks=['a', 'vail', 'a', 'ble'] | py=ㄚ-ㄈㄝㄦ-ㄜ-ㄅㄜ | theme=relationships | stage=2
 3191 | committed                      | 專一                             | 💍        | chunks=['com', 'mit', 'ted'] | py=ㄎㄜ-ㄇㄧ-ㄉㄝㄉ | theme=relationships | stage=2
 3192 | cheating                       | 劈腿                             | 💔        | chunks=['cheat', 'ing'] | py=ㄑㄧㄊ-ㄧㄥ | theme=relationships | stage=2 base=cheat
 3193 | affair                         | 外遇                             | 💔        | chunks=['af', 'fair'] | py=ㄚ-ㄈㄝㄜ | theme=relationships | stage=2
 3194 | infidelity                     | 不忠                             | 💔        | chunks=['in', 'fi', 'del', 'i', 'ty'] | py=ㄧㄣ-ㄈㄜ-ㄉㄝ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=3
 3195 | communication                  | 溝通                             | 💬        | chunks=['com', 'mu', 'ni', 'ca', 'tion'] | py=ㄎㄜ-ㄇㄧㄨ-ㄋㄜ-ㄎㄝ-ㄒㄣ | theme=relationships | stage=1
 3196 | intimacy                       | 親密                             | 💞        | chunks=['in', 'ti', 'ma', 'cy'] | py=ㄧㄣ-ㄊㄜ-ㄇㄜ-ㄒㄧ | theme=relationships | stage=3
 3197 | vulnerability                  | 脆弱                             | 💔        | chunks=['vul', 'ner', 'a', 'bil', 'i', 'ty'] | py=ㄈㄚㄦ-ㄋㄜ-ㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=3
 3198 | compatibility                  | 契合                             | 💕        | chunks=['com', 'pat', 'i', 'bil', 'i', 'ty'] | py=ㄎㄜㄇ-ㄆㄚ-ㄊㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=relationships | stage=3
 3199 | argument                       | 爭吵                             | 😡        | chunks=['ar', 'gu', 'ment'] | py=ㄚㄦ-ㄐㄧㄨ-ㄇㄣㄊ | theme=relationships | stage=1 base=argue
 3200 | quarrel                        | 爭吵                             | 😡        | chunks=['quar', 'rel'] | py=ㄎㄨㄛ-ㄌㄜ | theme=relationships | stage=2
 3201 | conflict                       | 衝突                             | ⚔️       | chunks=['con', 'flict'] | py=ㄎㄚㄣ-ㄈㄌㄧㄎㄊ | theme=relationships | stage=1
 3202 | disagreement                   | 意見不合                           | ❌        | chunks=['dis', 'a', 'gree', 'ment'] | py=ㄉㄧㄙ-ㄜ-ㄍㄌㄧ-ㄇㄣㄊ | theme=relationships | stage=2
 3203 | dispute                        | 爭執                             | ⚖️       | chunks=['dis', 'pute'] | py=ㄉㄧㄙ-ㄆㄧㄨㄊ | theme=relationships | stage=2
 3204 | reconcile                      | 和解                             | 🤝        | chunks=['rec', 'on', 'cile'] | py=ㄌㄝ-ㄎㄣ-ㄙㄞㄦ | theme=relationships | stage=3
 3205 | apologize                      | 道歉                             | 🙏        | chunks=['a', 'pol', 'o', 'gize'] | py=ㄚ-ㄆㄚ-ㄌㄜ-ㄐㄞㄗ | theme=relationships | stage=1
 3206 | apology                        | 道歉                             | 🙏        | chunks=['a', 'pol', 'o', 'gy'] | py=ㄚ-ㄆㄚ-ㄌㄜ-ㄐㄧ | theme=relationships | stage=2
 3207 | forgive                        | 原諒                             | 🙏        | chunks=['for', 'give'] | py=ㄈㄜ-ㄍㄧㄈ | theme=relationships | stage=1 base=forge
 3208 | forgiveness                    | 原諒                             | 🤗        | chunks=['for', 'give', 'ness'] | py=ㄈㄜ-ㄍㄧㄈ-ㄋㄝㄙ | theme=relationships | stage=2 base=forgive
 3209 | support                        | 支持                             | 🤝        | chunks=['sup', 'port'] | py=ㄙㄜ-ㄆㄛㄦㄊ | theme=relationships | stage=1
 3210 | comfort                        | 安慰                             | 🤗        | chunks=['com', 'fort'] | py=ㄎㄚㄇ-ㄈㄜㄊ | theme=relationships | stage=1
 3211 | companionship                  | 陪伴                             | 👫        | chunks=['com', 'pan', 'ion', 'ship'] | py=ㄎㄚㄇ-ㄆㄢ-ㄧㄢ-ㄒㄧㄆ | theme=relationships | stage=3
 3212 | connection                     | 連結                             | 🔗        | chunks=['con', 'nec', 'tion'] | py=ㄎㄜ-ㄋㄝㄎ-ㄒㄣ | theme=relationships | stage=1
 3213 | colleague                      | 同事                             | 🧑‍💼      | chunks=['col', 'league'] | py=ㄎㄚ-ㄌㄧㄍ | theme=relationships | stage=1
 3214 | peer                           | 同儕                             | 👥        | chunks=['p', 'eer'] | py=ㄆㄧㄦ | theme=relationships | stage=2
 3215 | contact                        | 聯絡                             | 📞        | chunks=['con', 'tact'] | py=ㄎㄚㄣ-ㄊㄚㄎㄊ | theme=relationships | stage=1
 3216 | gossip                         | 八卦                             | 💬        | chunks=['gos', 'sip'] | py=ㄍㄚ-ㄒㄧㄆ | theme=relationships | stage=2
 3217 | rumor                          | 謠言                             | 💬        | chunks=['ru', 'mor'] | py=ㄌㄨ-ㄇㄜ | theme=relationships | stage=2
 3218 | drama                          | 八點檔糾紛、戲劇化衝突                    | 🎭        | chunks=['dra', 'ma'] | py=ㄉㄌㄚ-ㄇㄚ | theme=relationships | stage=1
 3219 | mentor                         | 導師                             | 🧑‍🏫      | chunks=['men', 'tor'] | py=ㄇㄣ-ㄊㄜ | theme=relationships | stage=2
 3220 | mentee                         | 學員                             | 🧑‍🎓      | chunks=['men', 'tee'] | py=ㄇㄣ-ㄊㄧ | theme=relationships | stage=3
 3221 | idol                           | 偶像                             | ⭐        | chunks=['i', 'dol'] | py=ㄞ-ㄉㄜ | theme=relationships | stage=1
 3222 | dislike                        | 討厭                             | 👎        | chunks=['dis', 'like'] | py=ㄉㄧㄙ-ㄌㄞㄎ | theme=relationships | stage=1
 3223 | adore                          | 愛慕                             | 😍        | chunks=['a', 'dore'] | py=ㄚ-ㄉㄛㄦ | theme=relationships | stage=2
 3224 | cherish                        | 珍惜                             | 💖        | chunks=['cher', 'ish'] | py=ㄑㄝ-ㄌㄧㄒ | theme=relationships | stage=2
 3225 | treasure                       | 珍視                             | 💎        | chunks=['treas', 'ure'] | py=ㄊㄌㄝ-ㄒㄜ | theme=relationships | stage=2
 3226 | despise                        | 鄙視                             | 😒        | chunks=['de', 'spise'] | py=ㄉㄧ-ㄙㄆㄞㄗ | theme=relationships | stage=3
 3227 | loathe                         | 厭惡                             | 🤢        | chunks=['l', 'oathe'] | py=ㄌㄛㄗ | theme=relationships | stage=3
 3228 | detest                         | 憎恨                             | 😡        | chunks=['de', 'test'] | py=ㄉㄧ-ㄊㄝㄙㄊ | theme=relationships | stage=3
 3229 | fight                          | 打架                             | 🥊        | chunks=['f', 'ight'] | py=ㄈㄞㄊ | theme=relationships | stage=0
 3230 | attachment                     | 依戀                             | 🔗        | chunks=['at', 'tach', 'ment'] | py=ㄚ-ㄊㄚㄑ-ㄇㄣㄊ | theme=relationships | stage=2 base=attach
 3231 | chemistry                      | 化學反應                           | 💞        | chunks=['chem', 'is', 'try'] | py=ㄎㄝ-ㄇㄜ-ㄙㄉㄌㄧ | theme=relationships | stage=2
 3232 | hookup                         | 一夜情、隨意性愛                       | 🌙        | chunks=['hook', 'up'] | py=ㄏㄨㄎ-ㄚㄆ | theme=relationships | stage=3
 3233 | fling                          | 短暫戀情                           | 💔        | chunks=['fl', 'ing'] | py=ㄈㄌㄧㄥ | theme=relationships | stage=3
 3234 | ally                           | 盟友                             | 🤝        | chunks=['al', 'ly'] | py=ㄚ-ㄌㄞ | theme=relationships | stage=2
 3235 | opponent                       | 對手                             | ⚔️       | chunks=['op', 'po', 'nent'] | py=ㄜ-ㄆㄛ-ㄋㄣㄊ | theme=relationships | stage=2
 3236 | foe                            | 敵人                             | ⚔️       | chunks=['f', 'oe'] | py=ㄈㄛ | theme=relationships | stage=3
 3237 | alliance                       | 聯盟                             | 🤝        | chunks=['al', 'li', 'ance'] | py=ㄚ-ㄌㄞ-ㄢㄙ | theme=relationships | stage=3
 3238 | kinship                        | 親屬關係                           | 👨‍👩‍👧    | chunks=['kin', 'ship'] | py=ㄎㄧㄣ-ㄒㄧㄆ | theme=relationships | stage=3
 3239 | brotherhood                    | 兄弟情                            | 👬        | chunks=['broth', 'er', 'hood'] | py=ㄅㄌㄚ-ㄉㄜ-ㄏㄨㄉ | theme=relationships | stage=3
 3240 | sisterhood                     | 姐妹情                            | 👭        | chunks=['sis', 'ter', 'hood'] | py=ㄒㄧㄙ-ㄊㄜ-ㄏㄨㄉ | theme=relationships | stage=3
 3241 | fellowship                     | 友誼                             | 🤝        | chunks=['fel', 'low', 'ship'] | py=ㄈㄝ-ㄌㄛ-ㄒㄧㄆ | theme=relationships | stage=3
 3242 | partnership                    | 合夥                             | 🤝        | chunks=['part', 'ner', 'ship'] | py=ㄆㄚㄦㄊ-ㄋㄜ-ㄒㄧㄆ | theme=relationships | stage=2
 3243 | bromance                       | 兄弟情                            | 👬        | chunks=['bro', 'mance'] | py=ㄅㄌㄛ-ㄇㄢㄙ | theme=relationships | stage=3
 3244 | frenemy                        | 亦敵亦友                           | 😏        | chunks=['fren', 'e', 'my'] | py=ㄈㄌㄝㄣ-ㄋㄜ-ㄇㄧ | theme=relationships | stage=3
 3245 | bestie                         | 閨蜜                             | 💕        | chunks=['bes', 'tie'] | py=ㄅㄝㄙ-ㄊㄧ | theme=relationships | stage=2
 3246 | ghosting                       | 已讀不回                           | 🙊        | chunks=['ghost', 'ing'] | py=ㄍㄛㄙㄊ-ㄧㄥ | theme=relationships | stage=2 base=ghost
 3247 | ghost                          | 突然斷聯、鬼隱                        | 👻        | chunks=['gh', 'ost'] | py=ㄍㄛㄙㄊ | theme=relationships | stage=1
 3248 | reunion                        | 團聚                             | 🤗        | chunks=['re', 'un', 'ion'] | py=ㄌㄧ-ㄧㄨㄣ-ㄧㄢ | theme=relationships | stage=2
 3249 | reunite                        | 重聚                             | 🤗        | chunks=['re', 'u', 'nite'] | py=ㄌㄧ-ㄧㄨ-ㄋㄞㄊ | theme=relationships | stage=3
 3250 | separate                       | 分開                             | ↔️       | chunks=['sep', 'a', 'rate'] | py=ㄙㄝ-ㄆㄜ-ㄌㄝㄊ | theme=relationships | stage=1
 3251 | embrace                        | 擁抱                             | 🤗        | chunks=['em', 'brace'] | py=ㄝㄇ-ㄅㄌㄝㄙ | theme=relationships | stage=2
