# 字 1500-2999
 1500 | both                           | 兩者都                            | ✌️       | chunks=['b', 'oth'] | py=ㄅㄛㄙ | theme=sight-words | stage=1
 1689 | generation                     | 世代                             | 👨‍👩‍👧    | chunks=['gen', 'er', 'a', 'tion'] | py=ㄐㄣ-ㄋㄜ-ㄝ-ㄒㄣ | theme=family | stage=2
 1690 | heritage                       | 遺產                             | 🏛️       | chunks=['her', 'i', 'tage'] | py=ㄏㄝ-ㄌㄜ-ㄊㄧㄐ | theme=family | stage=3
 1691 | ancestry                       | 血統                             | 👴        | chunks=['an', 'ces', 'try'] | py=ㄢ-ㄙㄝㄙ-ㄊㄌㄧ | theme=family | stage=3
 1692 | lineage                        | 家系                             | 🌳        | chunks=['lin', 'e', 'age'] | py=ㄌㄧ-ㄋㄧ-ㄧㄐ | theme=family | stage=3
 1693 | kin                            | 親屬                             | 👨‍👩‍👧    | chunks=['k', 'in'] | py=ㄎㄧㄣ | theme=family | stage=3
 1694 | household                      | 一家人                            | 🏠        | chunks=['house', 'hold'] | py=ㄏㄠㄙ-ㄏㄛㄦㄉ | theme=family | stage=2
 1695 | homeland                       | 祖國                             | 🌍        | chunks=['home', 'land'] | py=ㄏㄛㄇ-ㄌㄢㄉ | theme=family | stage=2
 1696 | waist                          | 腰                              | 👤        | chunks=['w', 'aist'] | py=ㄨㄝㄙㄊ | theme=body | stage=1
 1697 | hip                            | 髖部                             | 👤        | chunks=['h', 'ip'] | py=ㄏㄧㄆ | theme=body | stage=1
 1698 | thigh                          | 大腿                             | 🦵        | chunks=['th', 'igh'] | py=ㄙㄞ | theme=body | stage=1
 1699 | shin                           | 小腿前側、脛                         | 🦵        | chunks=['sh', 'in'] | py=ㄒㄧㄣ | theme=body | stage=2
 1700 | calf                           | 小腿肚                            | 🦵        | chunks=['c', 'alf'] | py=ㄎㄚㄈ | theme=body | stage=2
 1701 | spine                          | 脊椎                             | 🦴        | chunks=['sp', 'ine'] | py=ㄙㄆㄞㄣ | theme=body | stage=2
 1702 | rib                            | 肋骨                             | 🦴        | chunks=['r', 'ib'] | py=ㄌㄧㄅ | theme=body | stage=1
 1703 | pelvis                         | 骨盆                             | 🦴        | chunks=['pel', 'vis'] | py=ㄆㄝㄦ-ㄈㄧㄙ | theme=body | stage=3
 1704 | joint                          | 關節                             | 🦴        | chunks=['j', 'oint'] | py=ㄐㄛㄧㄣㄊ | theme=body | stage=1
 1705 | muscle                         | 肌肉                             | 💪        | chunks=['mus', 'cle'] | py=ㄇㄚ-ㄙㄜ | theme=body | stage=1
 1706 | nerve                          | 神經                             | ⚡        | chunks=['n', 'erve'] | py=ㄋㄜㄈ | theme=body | stage=2
 1707 | vein                           | 靜脈                             | 🩸        | chunks=['v', 'ein'] | py=ㄈㄟㄣ | theme=body | stage=2 [有易混提示]
 1708 | artery                         | 動脈                             | 🩸        | chunks=['ar', 'ter', 'y'] | py=ㄚㄦ-ㄊㄜ-ㄌㄧ | theme=body | stage=3
 1709 | cell                           | 細胞                             | 🔬        | chunks=['c', 'ell'] | py=ㄙㄝㄦ | theme=body | stage=2 [有易混提示]
 1710 | marrow                         | 骨髓                             | 🦴        | chunks=['mar', 'row'] | py=ㄇㄝ-ㄌㄛ | theme=body | stage=3
 1711 | gland                          | 腺體                             | 💧        | chunks=['gl', 'and'] | py=ㄍㄌㄚㄣㄉ | theme=body | stage=3
 1712 | scalp                          | 頭皮                             | 💇        | chunks=['sc', 'alp'] | py=ㄙㄎㄚㄦㄆ | theme=body | stage=2
 1713 | forehead                       | 額頭                             | 😀        | chunks=['fore', 'head'] | py=ㄈㄛㄦ-ㄏㄝㄉ | theme=body | stage=1
 1714 | mustache                       | 鬍鬚(上唇)、八字鬍                     | 🥸        | chunks=['mus', 'tache'] | py=ㄇㄚㄙ-ㄊㄚㄒ | theme=body | stage=2
 1715 | freckle                        | 雀斑                             | 😊        | chunks=['freck', 'le'] | py=ㄈㄌㄝ-ㄎㄜ | theme=body | stage=2
 1716 | dimple                         | 酒窩                             | 😊        | chunks=['dim', 'ple'] | py=ㄉㄧㄇ-ㄆㄜ | theme=body | stage=2
 1717 | pimple                         | 痘痘                             | 🔴        | chunks=['pim', 'ple'] | py=ㄆㄧㄇ-ㄆㄜ | theme=body | stage=2
 1718 | wrinkle                        | 皺紋                             | 👴        | chunks=['wrin', 'kle'] | py=ㄌㄧㄣ-ㄎㄜ | theme=body | stage=2
 1719 | scar                           | 疤痕                             | 🩹        | chunks=['sc', 'ar'] | py=ㄙㄎㄚㄦ | theme=body | stage=1
 1720 | bruise                         | 瘀青                             | 🟣        | chunks=['br', 'uise'] | py=ㄅㄌㄨㄗ | theme=body | stage=2
 1721 | breast                         | 胸部                             | 👤        | chunks=['br', 'east'] | py=ㄅㄌㄝㄙㄊ | theme=body | stage=2
 1722 | navel                          | 肚臍                             | 👤        | chunks=['na', 'vel'] | py=ㄋㄟ-ㄈㄜ | theme=body | stage=2
 1723 | belly                          | 肚子                             | 🤰        | chunks=['bel', 'ly'] | py=ㄅㄝ-ㄌㄧ | theme=body | stage=1
 1724 | butt                           | 屁股                             | 🍑        | chunks=['b', 'utt'] | py=ㄅㄚㄊ | theme=body | stage=1
 1725 | groin                          | 鼠蹊                             | 👤        | chunks=['gr', 'oin'] | py=ㄍㄌㄛㄧㄣ | theme=body | stage=3
 1726 | skull                          | 頭骨                             | 💀        | chunks=['sk', 'ull'] | py=ㄙㄎㄚㄦ | theme=body | stage=1
 1727 | temple                         | 太陽穴                            | 👤        | chunks=['tem', 'ple'] | py=ㄊㄝㄇ-ㄆㄜ | theme=body | stage=2
 1728 | brow                           | 額頭                             | 😀        | chunks=['br', 'ow'] | py=ㄅㄌㄠ | theme=body | stage=2
 1729 | lash                           | 睫毛                             | 👁️       | chunks=['l', 'ash'] | py=ㄌㄚㄒ | theme=body | stage=2
 1730 | pupil                          | 瞳孔                             | 👁️       | chunks=['pu', 'pil'] | py=ㄆㄧㄨ-ㄆㄜ | theme=body | stage=3
 1731 | iris                           | 虹膜                             | 👁️       | chunks=['i', 'ris'] | py=ㄞ-ㄌㄧㄙ | theme=body | stage=3
 1732 | nostril                        | 鼻孔                             | 👃        | chunks=['nos', 'tril'] | py=ㄋㄚㄙ-ㄊㄌㄜ | theme=body | stage=2
 1733 | gum                            | 牙齦                             | 🦷        | chunks=['g', 'um'] | py=ㄍㄚㄇ | theme=body | stage=2
 1734 | molar                          | 臼齒                             | 🦷        | chunks=['mo', 'lar'] | py=ㄇㄛ-ㄌㄜ | theme=body | stage=3
 1735 | fang                           | 獠牙                             | 🦷        | chunks=['f', 'ang'] | py=ㄈㄚㄥ | theme=body | stage=2
 1736 | sole                           | 腳底                             | 🦶        | chunks=['s', 'ole'] | py=ㄙㄛㄦ | theme=body | stage=2
 1737 | knuckle                        | 指關節                            | 👊        | chunks=['knu', 'ckle'] | py=ㄋㄚ-ㄎㄜ | theme=body | stage=2
 1738 | fingertip                      | 指尖                             | ☝️       | chunks=['fin', 'ger', 'tip'] | py=ㄈㄧㄥ-ㄍㄜ-ㄊㄧㄆ | theme=body | stage=1
 1739 | biceps                         | 二頭肌                            | 💪        | chunks=['bi', 'ceps'] | py=ㄅㄞ-ㄙㄝㄆㄙ | theme=body | stage=3
 1740 | forearm                        | 前臂                             | 💪        | chunks=['fore', 'arm'] | py=ㄈㄛㄦ-ㄚㄦㄇ | theme=body | stage=2
 1741 | breastbone                     | 胸骨                             | 🦴        | chunks=['breast', 'bone'] | py=ㄅㄌㄝㄙㄊ-ㄅㄛㄣ | theme=body | stage=3
 1742 | collarbone                     | 鎖骨                             | 🦴        | chunks=['col', 'lar', 'bone'] | py=ㄎㄚ-ㄌㄜ-ㄅㄛㄣ | theme=body | stage=2
 1743 | ribcage                        | 胸廓                             | 🦴        | chunks=['rib', 'cage'] | py=ㄌㄧㄅ-ㄎㄝㄐ | theme=body | stage=3
 1744 | shoulderblade                  | 肩胛骨                            | 🦴        | chunks=['shoul', 'der', 'blade'] | py=ㄒㄛㄦ-ㄉㄜ-ㄅㄌㄝㄉ | theme=body | stage=3
 1745 | vertebra                       | 脊椎骨                            | 🦴        | chunks=['ver', 'te', 'bra'] | py=ㄈㄜ-ㄊㄜ-ㄅㄌㄚ | theme=body | stage=3
 1746 | intestine                      | 腸                              | 🫃        | chunks=['in', 'tes', 'tine'] | py=ㄧㄣ-ㄊㄝㄙ-ㄊㄣ | theme=body | stage=3
 1747 | gut                            | 腸子                             | 🫃        | chunks=['g', 'ut'] | py=ㄍㄚㄊ | theme=body | stage=2
 1748 | bladder                        | 膀胱                             | 💧        | chunks=['blad', 'der'] | py=ㄅㄌㄚ-ㄉㄜ | theme=body | stage=3
 1749 | tonsil                         | 扁桃腺                            | 👄        | chunks=['ton', 'sil'] | py=ㄊㄚㄣ-ㄙㄜ | theme=body | stage=3
 1750 | tendon                         | 肌腱                             | 🦴        | chunks=['ten', 'don'] | py=ㄊㄝㄣ-ㄉㄣ | theme=body | stage=3
 1751 | ligament                       | 韌帶                             | 🦴        | chunks=['li', 'ga', 'ment'] | py=ㄌㄧ-ㄍㄜ-ㄇㄣㄊ | theme=body | stage=3
 1752 | cartilage                      | 軟骨                             | 🦴        | chunks=['car', 'ti', 'lage'] | py=ㄎㄚㄦ-ㄊㄜ-ㄌㄧㄐ | theme=body | stage=3
 1753 | pulse                          | 脈搏                             | 💓        | chunks=['p', 'ulse'] | py=ㄆㄚㄦㄙ | theme=body | stage=2
 1754 | mind                           | 心智、頭腦、介意                       | 🧠        | chunks=['m', 'ind'] | py=ㄇㄞㄣㄉ | theme=body | stage=1
 1755 | abdomen                        | 腹部                             | 🤰        | chunks=['ab', 'do', 'men'] | py=ㄚㄅ-ㄉㄛ-ㄇㄣ | theme=body | stage=3
 1756 | anger                          | 憤怒                             | 😡        | chunks=['an', 'ger'] | py=ㄢ-ㄍㄜ | theme=emotions | stage=1
 1757 | sadness                        | 悲傷                             | 😢        | chunks=['sad', 'ness'] | py=ㄙㄚㄉ-ㄋㄝㄙ | theme=emotions | stage=1 base=sad
 1758 | happiness                      | 快樂                             | 😊        | chunks=['hap', 'pi', 'ness'] | py=ㄏㄚ-ㄆㄧ-ㄋㄝㄙ | theme=emotions | stage=1 base=happy
 1759 | emotion                        | 情緒                             | 💖        | chunks=['e', 'mo', 'tion'] | py=ㄧ-ㄇㄛ-ㄒㄣ | theme=emotions | stage=2
 1760 | feeling                        | 感覺                             | 💭        | chunks=['fee', 'ling'] | py=ㄈㄧ-ㄌㄧㄥ | theme=emotions | stage=0 base=feel
 1761 | mood                           | 心情                             | 🎭        | chunks=['m', 'ood'] | py=ㄇㄨㄉ | theme=emotions | stage=1
 1762 | attitude                       | 態度                             | 🧐        | chunks=['at', 'ti', 'tude'] | py=ㄚ-ㄊㄜ-ㄊㄧㄨㄉ | theme=emotions | stage=2
 1763 | depressed                      | 憂鬱的                            | 😞        | chunks=['de', 'pressed'] | py=ㄉㄧ-ㄆㄌㄝㄙㄊ | theme=emotions | stage=2
 1764 | anxious                        | 焦慮的                            | 😰        | chunks=['anx', 'ious'] | py=ㄚㄥㄎ-ㄒㄚㄙ | theme=emotions | stage=2
 1765 | anxiety                        | 焦慮                             | 😰        | chunks=['anx', 'i', 'e', 'ty'] | py=ㄚㄥ-ㄗㄞ-ㄧ-ㄊㄧ | theme=emotions | stage=3
 1766 | stress                         | 壓力                             | 😫        | chunks=['str', 'ess'] | py=ㄙㄉㄌㄝㄙ | theme=emotions | stage=1
 1767 | stressed                       | 壓力大                            | 😫        | chunks=['str', 'essed'] | py=ㄙㄉㄌㄝㄙㄊ | theme=emotions | stage=1
 1768 | peaceful                       | 平靜的                            | 🕊️       | chunks=['peace', 'ful'] | py=ㄆㄧㄙ-ㄈㄜ | theme=emotions | stage=2 base=peace
 1769 | content                        | 滿足、內容                          | 😌        | chunks=['con', 'tent'] | py=ㄎㄢ-ㄊㄣㄊ | theme=emotions | stage=2
 1770 | confident                      | 有信心                            | 😎        | chunks=['con', 'fi', 'dent'] | py=ㄎㄢ-ㄈㄜ-ㄉㄣㄊ | theme=emotions | stage=2
