# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
  211 | guitar                         | 吉他                             | 🎸        | chunks=['gui', 'tar'] | py=ㄍㄧ-ㄊㄚㄦ | theme=music | stage=0
  212 | drum                           | 鼓                              | 🥁        | chunks=['dr', 'um'] | py=ㄉㄖㄚㄇ | theme=music | stage=0
  213 | violin                         | 小提琴                            | 🎻        | chunks=['vi', 'o', 'lin'] | py=ㄈㄞ-ㄛ-ㄌㄧㄣ | theme=music | stage=0
  214 | flute                          | 笛子                             | 🎶        | chunks=['fl', 'ute'] | py=ㄈㄌㄨㄊ | theme=music | stage=0
  215 | song                           | 歌                              | 🎵        | chunks=['s', 'ong'] | py=ㄙㄚㄥ | theme=music | stage=0
  216 | music                          | 音樂                             | 🎶        | chunks=['mu', 'sic'] | py=ㄇㄩ-ㄗㄧㄎ | theme=music | stage=0
  217 | sing                           | 唱                              | 🎤        | chunks=['s', 'ing'] | py=ㄒㄧㄥ | theme=music | stage=0
  218 | band                           | 樂團                             | 🎷        | chunks=['b', 'and'] | py=ㄅㄝㄣㄉ | theme=music | stage=0
  219 | beat                           | 節拍                             | 👏        | chunks=['b', 'eat'] | py=ㄅㄧㄊ | theme=music | stage=0 base=beat [有易混提示]
  220 | doll                           | 娃娃                             | 🪆        | chunks=['d', 'oll'] | py=ㄉㄚㄛ | theme=toys | stage=0
  221 | kite                           | 風箏                             | 🪁        | chunks=['k', 'ite'] | py=ㄎㄞㄊ | theme=toys | stage=0
  222 | puzzle                         | 拼圖                             | 🧩        | chunks=['puz', 'zle'] | py=ㄆㄚㄗ-ㄛ | theme=toys | stage=0
  223 | robot                          | 機器人                            | 🤖        | chunks=['ro', 'bot'] | py=ㄖㄡ-ㄅㄚㄊ | theme=toys | stage=0
  224 | block                          | 積木                             | 🧱        | chunks=['bl', 'ock'] | py=ㄅㄌㄚㄎ | theme=toys | stage=0
  225 | game                           | 遊戲                             | 🎮        | chunks=['g', 'ame'] | py=ㄍㄟㄇ | theme=toys | stage=0
  226 | toy                            | 玩具                             | 🪀        | chunks=['t', 'oy'] | py=ㄊㄛㄧ | theme=toys | stage=0
  227 | balloon                        | 氣球                             | 🎈        | chunks=['bal', 'loon'] | py=ㄅㄚ-ㄌㄨㄣ | theme=toys | stage=0
  228 | teddy                          | 泰迪熊                            | 🧸        | chunks=['ted', 'dy'] | py=ㄊㄝ-ㄉㄧ | theme=toys | stage=0
  229 | bubble                         | 泡泡                             | 🫧        | chunks=['bub', 'ble'] | py=ㄅㄚ-ㄅㄛ | theme=toys | stage=0
  230 | the                            | 這個、那個(定冠詞)                     | 🔖        | chunks=['th', 'e'] | py=ㄉㄜ | theme=sight-words | stage=0
  231 | and                            | 和                              | ➕        | chunks=['a', 'nd'] | py=ㄝㄣㄉ | theme=sight-words | stage=0
  232 | is                             | 是                              | 🟰        | chunks=['i', 's'] | py=ㄧㄗ | theme=sight-words | stage=0
  233 | it                             | 它                              | 👆        | chunks=['i', 't'] | py=ㄧㄊ | theme=sight-words | stage=0
  234 | you                            | 你                              | 🫵        | chunks=['y', 'ou'] | py=ㄧㄡ | theme=sight-words | stage=0
  235 | he                             | 他                              | 👨        | chunks=['h', 'e'] | py=ㄏㄧ | theme=sight-words | stage=0
  236 | she                            | 她                              | 👩        | chunks=['sh', 'e'] | py=ㄒㄧ | theme=sight-words | stage=0
  237 | we                             | 我們                             | 👫        | chunks=['w', 'e'] | py=ㄨㄧ | theme=sight-words | stage=0
  238 | they                           | 他們                             | 👨‍👩‍👧    | chunks=['th', 'ey'] | py=ㄉㄟ | theme=sight-words | stage=0
  239 | was                            | 是(過去)                          | ⏪        | chunks=['w', 'as'] | py=ㄨㄚㄗ | theme=sight-words | stage=0 base=is
  240 | cup                            | 杯子                             | ☕        | chunks=['c', 'up'] | py=ㄎㄚㄆ | theme=kitchen-utensils | stage=1
  241 | plate                          | 盤子                             | 🍽️       | chunks=['pl', 'ate'] | py=ㄆㄌㄟㄊ | theme=kitchen-utensils | stage=1
  242 | bowl                           | 碗                              | 🥣        | chunks=['b', 'owl'] | py=ㄅㄡ | theme=kitchen-utensils | stage=1
  243 | knife                          | 刀                              | 🔪        | chunks=['kn', 'ife'] | py=ㄋㄞㄈ | theme=kitchen-utensils | stage=1
  244 | fork                           | 叉子                             | 🍴        | chunks=['f', 'ork'] | py=ㄈㄛㄦㄎ | theme=kitchen-utensils | stage=1
  245 | spoon                          | 湯匙                             | 🥄        | chunks=['sp', 'oon'] | py=ㄙㄆㄨㄣ | theme=kitchen-utensils | stage=1
  246 | pot                            | 鍋                              | 🍲        | chunks=['p', 'ot'] | py=ㄆㄚㄊ | theme=kitchen-utensils | stage=1
  247 | pan                            | 平底鍋                            | 🍳        | chunks=['p', 'an'] | py=ㄆㄝㄣ | theme=kitchen-utensils | stage=1
  248 | kettle                         | 水壺                             | 🫖        | chunks=['ket', 'tle'] | py=ㄎㄝ-ㄊㄛ | theme=kitchen-utensils | stage=1
  249 | tray                           | 托盤                             | 🍱        | chunks=['tr', 'ay'] | py=ㄔㄦㄟ | theme=kitchen-utensils | stage=1
  250 | fridge                         | 冰箱                             | 🧊        | chunks=['fr', 'idge'] | py=ㄈㄖㄧㄐ | theme=kitchen-utensils | stage=1
  251 | oven                           | 烤箱                             | 🔥        | chunks=['o', 'ven'] | py=ㄚ-ㄈㄣ | theme=kitchen-utensils | stage=1
  252 | jar                            | 罐子                             | 🫙        | chunks=['j', 'ar'] | py=ㄐㄚㄦ | theme=kitchen-utensils | stage=1
  253 | mug                            | 馬克杯                            | ☕        | chunks=['m', 'ug'] | py=ㄇㄚㄍ | theme=kitchen-utensils | stage=1
  254 | dish                           | 碟子                             | 🍽️       | chunks=['d', 'ish'] | py=ㄉㄧㄒ | theme=kitchen-utensils | stage=1
  255 | soap                           | 肥皂                             | 🧼        | chunks=['s', 'oap'] | py=ㄙㄡㄆ | theme=bathroom | stage=1
  256 | towel                          | 毛巾                             | 🧻        | chunks=['tow', 'el'] | py=ㄊㄠ-ㄛ | theme=bathroom | stage=1
  257 | toilet                         | 馬桶                             | 🚽        | chunks=['toi', 'let'] | py=ㄊㄛㄧ-ㄌㄝㄊ | theme=bathroom | stage=1
  258 | shower                         | 蓮蓬頭                            | 🚿        | chunks=['show', 'er'] | py=ㄕㄠ-ㄜ | theme=bathroom | stage=1
  259 | sink                           | 水槽                             | 🚰        | chunks=['s', 'ink'] | py=ㄒㄧㄣㄎ | theme=bathroom | stage=1
  260 | tub                            | 浴缸                             | 🛁        | chunks=['t', 'ub'] | py=ㄊㄚㄅ | theme=bathroom | stage=1
  261 | brush                          | 刷子                             | 🪥        | chunks=['br', 'ush'] | py=ㄅㄖㄚㄒ | theme=bathroom | stage=1
  262 | comb                           | 梳子                             | 💆        | chunks=['c', 'omb'] | py=ㄎㄡㄇ | theme=bathroom | stage=1
  263 | shampoo                        | 洗髮精                            | 🧴        | chunks=['sham', 'poo'] | py=ㄕㄝㄇ-ㄆㄨ | theme=bathroom | stage=1
  264 | razor                          | 刮鬍刀                            | 🪒        | chunks=['ra', 'zor'] | py=ㄖㄟ-ㄗㄜ | theme=bathroom | stage=1
  265 | tissue                         | 衛生紙                            | 🧻        | chunks=['tis', 'sue'] | py=ㄊㄧ-ㄒㄩ | theme=bathroom | stage=1
  266 | sponge                         | 海綿                             | 🧽        | chunks=['sp', 'onge'] | py=ㄙㄆㄚㄣㄐ | theme=bathroom | stage=1
  267 | grape                          | 葡萄                             | 🍇        | chunks=['gr', 'ape'] | py=ㄍㄖㄟㄆ | theme=fruits | stage=1
  268 | strawberry                     | 草莓                             | 🍓        | chunks=['straw', 'ber', 'ry'] | py=ㄙㄔㄦㄛ-ㄅㄜ-ㄖㄧ | theme=fruits | stage=1
  269 | watermelon                     | 西瓜                             | 🍉        | chunks=['wa', 'ter', 'mel', 'on'] | py=ㄨㄚ-ㄊㄜ-ㄇㄝ-ㄌㄣ | theme=fruits | stage=1
  270 | peach                          | 桃子                             | 🍑        | chunks=['p', 'each'] | py=ㄆㄧㄔ | theme=fruits | stage=1
  271 | pear                           | 梨                              | 🍐        | chunks=['p', 'ear'] | py=ㄆㄟㄦ | theme=fruits | stage=1 [有易混提示]
  272 | lemon                          | 檸檬                             | 🍋        | chunks=['le', 'mon'] | py=ㄌㄝ-ㄇㄣ | theme=fruits | stage=1
  273 | cherry                         | 櫻桃                             | 🍒        | chunks=['cher', 'ry'] | py=ㄔㄝ-ㄖㄧ | theme=fruits | stage=1 base=cherry
  274 | pineapple                      | 鳳梨                             | 🍍        | chunks=['pine', 'ap', 'ple'] | py=ㄆㄞㄣ-ㄝ-ㄆㄛ | theme=fruits | stage=1
  275 | mango                          | 芒果                             | 🥭        | chunks=['man', 'go'] | py=ㄇㄝㄣ-ㄍㄛ | theme=fruits | stage=1
  276 | kiwi                           | 奇異果                            | 🥝        | chunks=['ki', 'wi'] | py=ㄎㄧ-ㄨㄧ | theme=fruits | stage=1
  277 | coconut                        | 椰子                             | 🥥        | chunks=['co', 'co', 'nut'] | py=ㄎㄛ-ㄎㄛ-ㄋㄚㄊ | theme=fruits | stage=1
  278 | blueberry                      | 藍莓                             | 🫐        | chunks=['blue', 'ber', 'ry'] | py=ㄅㄌㄨ-ㄅㄜ-ㄖㄧ | theme=fruits | stage=1
  279 | melon                          | 哈密瓜                            | 🍈        | chunks=['mel', 'on'] | py=ㄇㄝ-ㄌㄣ | theme=fruits | stage=1
  280 | avocado                        | 酪梨                             | 🥑        | chunks=['av', 'o', 'ca', 'do'] | py=ㄝ-ㄈㄛ-ㄎㄚ-ㄉㄛ | theme=fruits | stage=1
  281 | plum                           | 李子                             | 🍑        | chunks=['pl', 'um'] | py=ㄆㄌㄚㄇ | theme=fruits | stage=1
  282 | lime                           | 萊姆                             | 🟢        | chunks=['l', 'ime'] | py=ㄌㄞㄇ | theme=fruits | stage=1
