# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 4671 | interrogate                    | 審問                             | 🕵️       | chunks=['in', 'ter', 'ro', 'gate'] | py=ㄧㄣ-ㄊㄝ-ㄌㄜ-ㄍㄝㄊ | theme=crime | stage=3
 4672 | interrogation                  | 審問                             | 🕵️       | chunks=['in', 'ter', 'ro', 'ga', 'tion'] | py=ㄧㄣ-ㄊㄝ-ㄌㄜ-ㄍㄝ-ㄒㄣ | theme=crime | stage=3
 4673 | detain                         | 拘留                             | 🔒        | chunks=['de', 'tain'] | py=ㄉㄧ-ㄊㄝㄣ | theme=crime | stage=3
 4674 | custody                        | 監護                             | 🔒        | chunks=['cus', 'to', 'dy'] | py=ㄎㄚㄙ-ㄊㄜ-ㄉㄧ | theme=crime | stage=2
 4675 | investigation                  | 調查                             | 🕵️       | chunks=['in', 'ves', 'ti', 'ga', 'tion'] | py=ㄧㄣ-ㄈㄝㄙ-ㄊㄜ-ㄍㄝ-ㄒㄣ | theme=crime | stage=1
 4676 | evidence                       | 證據                             | 🔍        | chunks=['ev', 'i', 'dence'] | py=ㄝ-ㄈㄜ-ㄉㄣㄙ | theme=crime | stage=1
 4677 | crimescene                     | 犯罪現場                           | 🚨        | chunks=['crime', 'scene'] | py=ㄎㄌㄞㄇ-ㄒㄧㄣ | theme=crime | stage=2
 4678 | autopsy                        | 解剖                             | ⚰️       | chunks=['au', 'top', 'sy'] | py=ㄛ-ㄊㄚㄆ-ㄒㄧ | theme=crime | stage=3
 4679 | forensic                       | 法醫的                            | 🔬        | chunks=['fo', 'ren', 'sic'] | py=ㄈㄜ-ㄌㄣ-ㄙㄧㄎ | theme=crime | stage=3
 4680 | forensics                      | 鑑識                             | 🔬        | chunks=['fo', 'ren', 'sics'] | py=ㄈㄜ-ㄌㄣ-ㄙㄧㄎㄙ | theme=crime | stage=3
 4681 | verdict                        | 裁決                             | ⚖️       | chunks=['ver', 'dict'] | py=ㄈㄜ-ㄉㄧㄎㄊ | theme=crime | stage=2
 4682 | conviction                     | 定罪                             | ⚖️       | chunks=['con', 'vic', 'tion'] | py=ㄎㄚㄣ-ㄈㄧㄎ-ㄒㄣ | theme=crime | stage=3
 4683 | acquittal                      | 無罪                             | ⚖️       | chunks=['ac', 'quit', 'tal'] | py=ㄚ-ㄎㄨㄧㄊ-ㄦ | theme=crime | stage=3
 4684 | parole                         | 假釋                             | 🔓        | chunks=['pa', 'role'] | py=ㄆㄜ-ㄌㄛㄦ | theme=crime | stage=3
 4685 | probation                      | 緩刑                             | 📋        | chunks=['pro', 'ba', 'tion'] | py=ㄆㄜ-ㄅㄝ-ㄒㄣ | theme=crime | stage=3
 4686 | bail                           | 保釋金                            | 💰        | chunks=['b', 'ail'] | py=ㄅㄝㄦ | theme=crime | stage=2
 4687 | cybercrime                     | 網路犯罪                           | 💻        | chunks=['cy', 'ber', 'crime'] | py=ㄙㄞ-ㄅㄜ-ㄎㄌㄞㄇ | theme=crime | stage=2
 4688 | identitytheft                  | 身份盜用                           | 🆔        | chunks=['i', 'den', 'ti', 'ty', 'theft'] | py=ㄞ-ㄉㄣ-ㄊㄜ-ㄊㄧ-ㄙㄝㄈㄊ | theme=crime | stage=3
 4689 | piracy                         | 盜版                             | 🏴‍☠️     | chunks=['pi', 'ra', 'cy'] | py=ㄆㄞ-ㄌㄜ-ㄒㄧ | theme=crime | stage=3
 4690 | pirate                         | 海盜                             | 🏴‍☠️     | chunks=['pi', 'rate'] | py=ㄆㄞ-ㄌㄝㄊ | theme=crime | stage=1
 4691 | trespass                       | 擅闖                             | 🚫        | chunks=['tres', 'pass'] | py=ㄊㄌㄝㄙ-ㄆㄚㄙ | theme=crime | stage=3
 4692 | trespassing                    | 非法侵入                           | 🚫        | chunks=['tres', 'pass', 'ing'] | py=ㄊㄌㄝㄙ-ㄆㄚㄙ-ㄧㄥ | theme=crime | stage=3
 4693 | vagrancy                       | 流浪罪                            | 🚔        | chunks=['va', 'gran', 'cy'] | py=ㄈㄝ-ㄍㄌㄢ-ㄒㄧ | theme=crime | stage=3
 4694 | loitering                      | 閒晃                             | 🚔        | chunks=['loi', 'ter', 'ing'] | py=ㄌㄛㄧ-ㄊㄜ-ㄧㄥ | theme=crime | stage=3
 4695 | kidnapper                      | 綁匪                             | 🚔        | chunks=['kid', 'nap', 'per'] | py=ㄎㄧㄉ-ㄋㄚ-ㄆㄜ | theme=crime | stage=2 base=kidnap
 4696 | perpetrator                    | 加害者                            | 🚔        | chunks=['per', 'pe', 'tra', 'tor'] | py=ㄆㄜ-ㄆㄜ-ㄊㄌㄝ-ㄊㄜ | theme=crime | stage=3
 4697 | thuggery                       | 暴行                             | 💥        | chunks=['thug', 'ger', 'y'] | py=ㄙㄚ-ㄍㄜ-ㄌㄧ | theme=crime | stage=3
 4698 | law                            | 法律                             | ⚖️       | chunks=['l', 'aw'] | py=ㄌㄛ | theme=law | stage=0
 4699 | legal                          | 合法的、法律的                        | ⚖️       | chunks=['le', 'gal'] | py=ㄌㄧ-ㄍㄦ | theme=law | stage=1
 4700 | illegal                        | 非法的                            | 🚫        | chunks=['il', 'le', 'gal'] | py=ㄧ-ㄌㄧ-ㄍㄦ | theme=law | stage=1
 4701 | lawful                         | 合法的                            | ⚖️       | chunks=['law', 'ful'] | py=ㄌㄛ-ㄈㄜ | theme=law | stage=2 base=law
 4702 | unlawful                       | 違法的                            | 🚫        | chunks=['un', 'law', 'ful'] | py=ㄚㄣ-ㄌㄛ-ㄈㄜ | theme=law | stage=2
 4703 | jury                           | 陪審團                            | ⚖️       | chunks=['ju', 'ry'] | py=ㄐㄨ-ㄌㄧ | theme=law | stage=2
 4704 | juror                          | 陪審員                            | ⚖️       | chunks=['ju', 'ror'] | py=ㄐㄨ-ㄌㄜ | theme=law | stage=3
 4705 | hearing                        | 聽證會                            | ⚖️       | chunks=['hear', 'ing'] | py=ㄏㄧㄦ-ㄧㄥ | theme=law | stage=2
 4706 | appeal                         | 上訴                             | ⚖️       | chunks=['ap', 'peal'] | py=ㄚ-ㄆㄧㄦ | theme=law | stage=2
 4707 | retrial                        | 重審                             | ⚖️       | chunks=['re', 'tri', 'al'] | py=ㄌㄧ-ㄊㄌㄞ-ㄦ | theme=law | stage=3
 4708 | penalty                        | 刑罰                             | ⚖️       | chunks=['pen', 'al', 'ty'] | py=ㄆㄝ-ㄋㄦ-ㄊㄧ | theme=law | stage=2
 4709 | punishment                     | 處罰                             | ⚖️       | chunks=['pun', 'ish', 'ment'] | py=ㄆㄚ-ㄋㄧㄒ-ㄇㄣㄊ | theme=law | stage=1 base=punish
 4710 | capitalpunishment              | 死刑                             | ⚖️       | chunks=['cap', 'i', 'tal', 'pun', 'ish', 'ment'] | py=ㄎㄚ-ㄆㄜ-ㄉㄦ-ㄆㄚ-ㄋㄧㄒ-ㄇㄣㄊ | theme=law | stage=3
 4711 | deathpenalty                   | 死刑                             | ⚖️       | chunks=['death', 'pen', 'al', 'ty'] | py=ㄉㄝㄙ-ㄆㄝ-ㄋㄦ-ㄊㄧ | theme=law | stage=2
 4712 | statute                        | 法令                             | 📜        | chunks=['stat', 'ute'] | py=ㄙㄉㄚ-ㄑㄨㄊ | theme=law | stage=3
 4713 | amendment                      | 修正案                            | 📜        | chunks=['a', 'mend', 'ment'] | py=ㄚ-ㄇㄣㄉ-ㄇㄣㄊ | theme=law | stage=2 base=amend
 4714 | ratify                         | 批准                             | 📜        | chunks=['rat', 'i', 'fy'] | py=ㄌㄚ-ㄊㄜ-ㄈㄞ | theme=law | stage=3
 4715 | ratification                   | 批准                             | 📜        | chunks=['rat', 'i', 'fi', 'ca', 'tion'] | py=ㄌㄚ-ㄊㄜ-ㄈㄜ-ㄎㄝ-ㄒㄣ | theme=law | stage=3
 4716 | rights                         | 權利                             | ✊        | chunks=['r', 'ights'] | py=ㄌㄞㄊㄗ | theme=law | stage=1
 4717 | liberty                        | 自由                             | 🕊️       | chunks=['lib', 'er', 'ty'] | py=ㄌㄧ-ㄅㄜ-ㄊㄧ | theme=law | stage=2
 4718 | freedom                        | 自由                             | 🕊️       | chunks=['free', 'dom'] | py=ㄈㄌㄧ-ㄉㄣ | theme=law | stage=1
 4719 | clause                         | 條款                             | 📜        | chunks=['cl', 'ause'] | py=ㄎㄌㄛㄗ | theme=law | stage=3
 4720 | provision                      | 條款                             | 📜        | chunks=['pro', 'vi', 'sion'] | py=ㄆㄜ-ㄈㄧ-ㄓㄣ | theme=law | stage=3
 4721 | notary                         | 公證人                            | 📋        | chunks=['no', 'ta', 'ry'] | py=ㄋㄛ-ㄊㄝ-ㄌㄧ | theme=law | stage=3
 4722 | testimony                      | 證詞                             | ⚖️       | chunks=['tes', 'ti', 'mo', 'ny'] | py=ㄊㄝㄙ-ㄊㄜ-ㄇㄛ-ㄋㄧ | theme=law | stage=2
 4723 | testify                        | 作證                             | ⚖️       | chunks=['tes', 'ti', 'fy'] | py=ㄊㄝㄙ-ㄊㄜ-ㄈㄞ | theme=law | stage=2
 4724 | oath                           | 宣誓                             | 📜        | chunks=['o', 'ath'] | py=ㄛㄙ | theme=law | stage=2
 4725 | perjury                        | 偽證                             | 📜        | chunks=['per', 'ju', 'ry'] | py=ㄆㄜ-ㄐㄜ-ㄌㄧ | theme=law | stage=3
 4726 | plea                           | 答辯                             | 🙏        | chunks=['pl', 'ea'] | py=ㄆㄌㄧ | theme=law | stage=3
 4727 | innocent                       | 無罪的、清白的、天真的                    | 😇        | chunks=['in', 'no', 'cent'] | py=ㄧ-ㄋㄜ-ㄙㄣㄊ | theme=law | stage=1
 4728 | alibi                          | 不在場證明                          | ⚖️       | chunks=['al', 'i', 'bi'] | py=ㄚ-ㄌㄜ-ㄅㄞ | theme=law | stage=3
 4729 | warrant                        | 令狀                             | 📜        | chunks=['war', 'rant'] | py=ㄨㄛ-ㄌㄣㄊ | theme=law | stage=3
 4730 | subpoena                       | 傳票                             | 📜        | chunks=['sub', 'poe', 'na'] | py=ㄙㄜ-ㄆㄧ-ㄋㄚ | theme=law | stage=3
 4731 | injunction                     | 禁制令                            | 🚫        | chunks=['in', 'junc', 'tion'] | py=ㄧㄣ-ㄐㄚㄣㄎ-ㄒㄣ | theme=law | stage=3
 4732 | prenup                         | 婚前協議                           | 💍        | chunks=['pre', 'nup'] | py=ㄆㄌㄧ-ㄋㄚㄆ | theme=law | stage=3
 4733 | testament                      | 遺囑                             | 📜        | chunks=['tes', 'ta', 'ment'] | py=ㄊㄝㄙ-ㄊㄜ-ㄇㄣㄊ | theme=law | stage=3
 4734 | inheritance                    | 遺產                             | 💰        | chunks=['in', 'her', 'i', 'tance'] | py=ㄧㄣ-ㄏㄝ-ㄌㄜ-ㄊㄢㄙ | theme=law | stage=2
 4735 | negligence                     | 疏忽                             | ⚠️       | chunks=['neg', 'li', 'gence'] | py=ㄋㄝㄍ-ㄌㄜ-ㄐㄣㄙ | theme=law | stage=3
 4736 | slander                        | 誹謗                             | 💬        | chunks=['slan', 'der'] | py=ㄙㄌㄚㄣ-ㄉㄜ | theme=law | stage=3
 4737 | libel                          | 誹謗罪                            | 📰        | chunks=['li', 'bel'] | py=ㄌㄞ-ㄅㄜ | theme=law | stage=3
 4738 | defamation                     | 中傷                             | 💬        | chunks=['def', 'a', 'ma', 'tion'] | py=ㄉㄝ-ㄈㄜ-ㄇㄝ-ㄒㄣ | theme=law | stage=3
 4739 | jurisdiction                   | 管轄權                            | ⚖️       | chunks=['ju', 'ris', 'dic', 'tion'] | py=ㄐㄨ-ㄌㄧㄙ-ㄉㄧㄎ-ㄒㄣ | theme=law | stage=3
 4740 | federal                        | 聯邦的                            | 🏛️       | chunks=['fed', 'er', 'al'] | py=ㄈㄝ-ㄉㄜ-ㄦ | theme=law | stage=2
 4741 | supremecourt                   | 最高法院                           | ⚖️       | chunks=['su', 'preme', 'court'] | py=ㄙㄨ-ㄆㄌㄧㄇ-ㄎㄛㄦㄊ | theme=law | stage=2
 4742 | prosecution                    | 檢方                             | ⚖️       | chunks=['pros', 'e', 'cu', 'tion'] | py=ㄆㄌㄚ-ㄗㄜ-ㄎㄧㄨ-ㄒㄣ | theme=law | stage=3
 4743 | defense                        | 辯方                             | ⚖️       | chunks=['de', 'fense'] | py=ㄉㄧ-ㄈㄣㄙ | theme=law | stage=1
 4744 | felony                         | 重罪                             | ⚖️       | chunks=['fel', 'o', 'ny'] | py=ㄈㄝ-ㄌㄜ-ㄋㄧ | theme=law | stage=3
 4745 | misdemeanor                    | 輕罪                             | ⚖️       | chunks=['mis', 'de', 'mea', 'nor'] | py=ㄇㄧㄙ-ㄉㄜ-ㄇㄧ-ㄋㄜ | theme=law | stage=3
 4746 | mediation                      | 調解                             | 🤝        | chunks=['me', 'di', 'a', 'tion'] | py=ㄇㄧ-ㄉㄧ-ㄝ-ㄒㄣ | theme=law | stage=3
 4747 | arbitration                    | 仲裁                             | ⚖️       | chunks=['ar', 'bi', 'tra', 'tion'] | py=ㄚㄦ-ㄅㄜ-ㄊㄌㄝ-ㄒㄣ | theme=law | stage=3
 4748 | loophole                       | 漏洞                             | 🕳️       | chunks=['loop', 'hole'] | py=ㄌㄨㄆ-ㄏㄛㄦ | theme=law | stage=3
 4749 | precedent                      | 判例                             | 📜        | chunks=['pre', 'ce', 'dent'] | py=ㄆㄌㄝ-ㄙㄜ-ㄉㄣㄊ | theme=law | stage=3
 4750 | gavel                          | 法槌                             | ⚖️       | chunks=['gav', 'el'] | py=ㄍㄚ-ㄈㄦ | theme=law | stage=3
 4751 | solicitor                      | 事務律師                           | ⚖️       | chunks=['so', 'lic', 'i', 'tor'] | py=ㄙㄜ-ㄌㄧ-ㄗㄜ-ㄊㄜ | theme=law | stage=3
 4752 | barrister                      | 出庭律師                           | ⚖️       | chunks=['bar', 'ris', 'ter'] | py=ㄅㄝ-ㄌㄧㄙ-ㄊㄜ | theme=law | stage=3
 4753 | counsel                        | 法律顧問                           | ⚖️       | chunks=['coun', 'sel'] | py=ㄎㄠㄣ-ㄙㄜ | theme=law | stage=3 [有易混提示]
 4754 | justice                        | 正義                             | ⚖️       | chunks=['jus', 'tice'] | py=ㄐㄚㄙ-ㄊㄧㄙ | theme=law | stage=1
 4755 | judgment                       | 判決                             | ⚖️       | chunks=['judg', 'ment'] | py=ㄐㄚㄐ-ㄇㄣㄊ | theme=law | stage=2 base=judge
 4756 | ruling                         | 裁決                             | ⚖️       | chunks=['rul', 'ing'] | py=ㄌㄨ-ㄌㄧㄥ | theme=law | stage=2 base=rule
 4757 | dismissed                      | 撤銷                             | ⚖️       | chunks=['dis', 'missed'] | py=ㄉㄧㄙ-ㄇㄧㄙㄊ | theme=law | stage=2
 4758 | dismiss                        | 撤銷                             | ⚖️       | chunks=['dis', 'miss'] | py=ㄉㄧㄙ-ㄇㄧㄙ | theme=law | stage=2
 4759 | accuse                         | 指控                             | ⚖️       | chunks=['ac', 'cuse'] | py=ㄚ-ㄎㄧㄨㄗ | theme=law | stage=2
 4760 | accusation                     | 指控                             | ⚖️       | chunks=['ac', 'cu', 'sa', 'tion'] | py=ㄚ-ㄎㄧㄨ-ㄗㄝ-ㄒㄣ | theme=law | stage=2 base=accuse
